地方行业组织反倾销/反贸易保护  竞争情报系统平台架构研究,钟延:32889653|,5,反倾销;贸易保护;竞争情报;,"本文通过对深圳企业遭遇的各种不同类别的反倾销和反贸易保护案例分析,解剖了反倾销应诉全过程,提出反倾销应诉材料准备和反贸易保护过程中对情报的需求。面对反倾销和反贸易保护形势严峻,情报系统应该为我国企业的反倾销和反贸易保护作出贡献。反倾销和反贸易保护抗争的复杂性对情报系统提出了更高的要求。本文探讨了地方行业组织构建以反倾销和反贸易保护为主要目标的竞争情报系统平台建设的架构功能,提出了地方行业组织反倾销反贸易保护竞争情报系统应该具备的三大功能。相信地方行业组织建立反倾销反贸易保护竞争情报系统将有助于我国企业在解决国际贸易争端方面会起到事半功倍的效果。",JZQB200501005
专利地图技术在企业竞争情报活动中的应用案例分析——国际微流控芯片专利竞争力的竞争情报研究,谭思明:08317102|,5,竞争情报;微流控;专利分析专利地图;技术预测;皮尔曲线;美国专利;,"本文利用专利地图技术,对美国专利商标局网上公告的微流控专利进行专利数量、国家分布、机构分布、机构研发团队投入/产出、IPC分类及技术指标等统计分析研究,对微流控专利的生命周期进行预测分析。希望这种思路和方法能为开展竞争情报活动的企业提供借鉴。",JZQB200501006
企业竞争情报运转与沟通机制,陈飔:23273162|,3,企业竞争情报;沟通机制;应用案例;,"本文讨论了企业竞争情报系统的运转机制,认为支撑系统有效运转的是贯彻企业全身的沟通机制。这种沟通机制不仅是信息的,更是包括感情、态度、意识、判断等一切和""意义""相关的东西。讨论了情报工作体系的各种沟通关系,探讨了基于沟通的情报部门的定位和情报业务流程的建立,并结合一个实证案例进行了解析说明。",JZQB200501007
媒体分析在企业情报活动中的应用,杜渐:27169964|,5,媒体分析;媒体监测;内容分析;公共关系;竞争情报;,"进入20世纪90年代,随着计算机信息技术的发展,大型报纸电子媒体数据库的出现,媒体分析成为社会科学应用领域研究的热门内容之一。本文以华晨公司为个案,采用中国资讯行媒体数据库作为分析样本来源,详细阐述了建立一个适合中国媒体特点的评价指数的具体流程;并以此为基础,尝试探讨了舆论宣传在公司情报活动的应用。",JZQB200501008
“模糊信息”——企业反情报工作的重点,陈彪峰:|,3,,"&lt;正&gt;在激烈的市场竞争中,如何做好企业自身的""反竞争""、""反情报""工作。特别是对一些不合法的、甚至于非法的、搜集竞争对手企业情报的手段,进行有效的防范,保护好自己的商业秘密,维护自身企业的利益,是大、中型企业""情报部门""必须完成的一项任务。我认为:竞争情报与反竞争情报是一对矛盾体,要想做好反竞争工作,必须对形形色色的竞争手段及操作方法要有一个清晰的了解。因为,市场经济的残酷竞争,优胜劣汰的游戏规则,可能会使个别企业铤而走险。他们可能会采用一些不合法的、甚至委托他人采用一些非法的手段来搜集竞争对手的企业情报。所以,我们必须对各类(包括工业间谍)搜集企业情报的方法都要尽可能地掌握与知晓,才能作到""知己知彼、",JZQB200501009
企业竞争中掌握对手情报的一些有效方法,周璐|Lisa Ricci:|,3,,"本文通过一系列例子来阐述建立关键同业者/竞争对手时一些可行的方法。归纳起来是四条,1)如何寻找出当今在企业中起决定影响的人士而不仅仅只看头衔职务,2)如何用生动的人性特征来区分企业,心理学方法提供了描绘企业个性化的途经,3)如何用企业独特的文化来预测企业的行为和反应,何时这种方法会有效何时失灵。在没有强势人物出现时企业文化通常延续,4)解读对手信息时注意来龙去脉,在不能求证信息来源时,不能用一孔之见随便推理。",JZQB200501011
废旧汽车回收拆卸与再制造——可持续发展战略下的机会与挑战,葛菁|徐宏宇:|,8,废旧汽车;回收拆卸;再制造可持续发展;,"本文从技术、市场及政策多个方面阐述了国内外废旧汽车行业的现状及发展趋势,在倡导""可持续发展""的宏观背景下,给中国废旧汽车回收拆卸、再制造行业带来的机遇和挑战。",JZQB200501012
缤纷书籍均为“竞争”来,张左之:|,1,,"&lt;正&gt;四月中旬自美国参加竞争情报专业人员协会(SCIP)第二十届年会归来,我发现办公桌上有二本中国人民大学出版社送来的译作新书:《竞争情报完全指南》和《竞争者))。年会期间,主办方在会场内设了一个书摊,出售当今热门的竞争情报图书,以上二本书的原版均在其中。其中,《竞争情报完全指南》的作者荣获了本年度的SCIP杰出贡献奖,原著带光盘标价150美元,会议特惠价75美元,仍远高于同时出售的其它图书,其价值可见一斑。2004年以来,出现了竞争情报书籍的出版高潮。在此之前,长期被频频引用的是军事医学科学出版社出版的由缪其浩主编的《市场竞争与竞争情报》,影响最大的要数包昌火、谢新洲合编的",JZQB200501015
中国国家竞争情报体系的构建,《国家竞争情报研究》课题组:|,8,国家竞争情报;情报体系;体系构建;,"作为国家社会科学基金项目的部分研究成果,该文在总结中国竞争情报的发展历程、借鍪国外国家竞争情报发展经验的基础上,构建了中国国家竞争情报体系的可行性蓝图。全文分为两大部分:第一部分描述构建我国国家竞争情报体系所需要的战略、构建原则和大体构想;第二部分详细规划了我国国家竞争情报体系构建的实施要点,包括体系主体的构建、试点地区和行业的选择、体系实施和推进方式的设计、实施阶段的划分,以及确立政府在此期间所扮演的角色定位等多个方面。",JZQB200502001
竞争情报技术的含义及其内容体系,陈峰:09601543|,3,竞争情报技术;内容体系;方法理论;,"竞争情报技术的内容体系从核心到外围包括4个层次:竞争情报基本技能方法层次、竞争情报工具与工作平台层次、竞争情报项目操作层次、竞争情报的知识生产与传播层次,每个层次又包括若干项具体内容。",JZQB200502002
也谈情报生意的战略与执行,饶展:32844534|,8,竞争情报;盈利模式;,"商业,既是科学,又是艺术,更是俗务。笔者从信息服务(information service)出发,讨论情报的生意经。在这个系列中,笔者将从战略和执行两个角度讨论。具体为:上篇:战略篇——讨论情报信息服务""钱在哪里""、""国内外市场形势""、""我们的市场缝隙""和""一个实例分析""下篇:执行篇——讨论情报信息服务""如何高效低成本的供给产品""、""关键成功因素和核心竞争力""、""商业模式和路线图""几个问题(冬季刊续登)。",JZQB200502003
竞争情报  重在意识——小强手记三则,王强:|,3,,"&lt;正&gt;我对温州商人一直就有着无比的好奇,佩服他们在商场激烈的竞争中总是显得游刃有余。为了探讨他们从商的奥秘,我进了一家服装公司,走进这群号称是东方犹太人的世界。公司坐落在具有百年历史的繁华商业街旁,这座大厦看上去在市里很普通甚至有点陈旧,但这里面大部分商家都是做服装生意的,来自五湖四海,当然绝大部分都是温州的服装公司。我们老板很有心机,选择了最高的那层楼,他说,可以俯瞰一切,这样一切尽在掌握中!我在公司任职经理助理,主要负责公司商业情报的建立和维护以及动态跟踪竞争对手的变化趋势,同时负责分析",JZQB200502004
企业竞争情报活动的开展——某民营眼镜公司的实践,马海波:32887178|,6,竞争情报;竞争情报系统;数据仓库;民营企业;,"竞争情报作为企业参与竞争的有力支撑日益受到广泛关注,它也正成为企业在全国乃至世界市场上提高竞争力的关键因素之一。因为其在保证决策层的决策及时性以及对经营环境敏感性方面起着重要的作用。该文介绍了浙江某民营企业构建竞争情报系统的过程,希望能对我国其他企业和政府机构有所启发。",JZQB200502005
重视基础的情报分析和运用,黄明键:|,4,财务情报;报表分析;辅助信息;预警;,"高端竞争情报日趋成熟和多样化.导致基础情报分析被模式化甚至被忽视。该文主要从两个不同的角度——财务情报分析和辅助情报分析,来讨论基础情报的实际运用。",JZQB200502006
竞争性访谈对象的选择——从who know who到who need who,李雷:|,3,竞争性访谈;人际网络;需求层次理论;,"竞争性访谈是目前竞争情报研究过程中常用的信息搜集方式,该文给出了竞争性访谈的严格定义,并在此定义下对访谈对象的选择问题进行了系统的阐述。首先指出了人际网络理论框架下进行竞争性访谈对象的选择的实践性缺陷,即who know who缺乏对于""结点""之间建立""联系""的驱动力的分析;然后基于这一点,引入""马斯洛需求层次理论""来弥补这种缺陷,提出并强调了who need who在竞争性访谈中的实践价值。",JZQB200502007
国外竞争情报教育及对我们的启示,裴雷:09028772|,5,竞争情报教育;课程设置;,"系统考察了以美国为主的国外一些大学竞争情报的课程设置情况和课程内容安排,总结并归纳了他们的一些特点,并对我国竞争情报教育的实践提出相关的借鉴意义。",JZQB200502009
通过文本挖掘(text mining)使新出现的情报可视化,Dennis Cahill|吕玉洁:|,3,,"&lt;正&gt;迅速变化的事物具有不可预知性,因此,对一事物的简短描述会产生扭曲的图像。新趋势的发展,新竞争对手的涌现,加上事物的演变以及新产品的推出,这个世界的纷杂情形并不与我们的研究得出的结论保持一致。而且,我们处在一个动态变化的环境中,这就要求采用新方法收集信息、提取情报。传统和新颖的信息发布渠道(包括当地和全球报纸、杂志、聊天室、博客、通讯社和商业版物)的剧增为随时随地地收集情报信息创造了条件。",JZQB200502010
大陆本土IC设计业SWOT分析,吴磊:|,6,IC设计;SWOT;竞争情报;,"近几年,中国大陆地区的半导体产业快速发展,大陆本土IC设计业蓬勃兴起,既出现大量机会,也面临着诸多的挑战。该文用SWOT方法分析从多个角度透视了本土IC设计业的当前生存状况和发展前景,以期启发本土IC设计公司利用优势(strength)、改变劣势(weakness)、把握机会(opportunity)、正视威胁(threat),在激烈的IC和IT产业竞争环境中实现更准确的定位和制定更有利的发展战略。",JZQB200502011
价值理论与情报服务的定价,任向晖:|,4,信息服务;服务定价;第三方信息服务;信息价值;,"信息的价值取决于给使用者带来的收益,而同样的信息针对不同使用者的价值可能并不相同。信息产品的价格并不直接反映其价值,信息服务商往往以盈亏平衡的需要进行产品定价,而信息订户将其与认知价值进行比较,从而进行理性的购买决策。",JZQB200503001
基于竞争情报的动态战略方法,杨光明:32844533|,3,竞争情报;动态竞争;动态战略;情景规划;,"本文从现代企业竞争环境面临的复杂多变和日益不确定性出发,指出了动态竞争环境下传统战略分析方法的不足;阐述了动态战略方法的主要特点和应用模式;说明竞争情报工作应成为企业建立竞争优势和战略管理的基础。",JZQB200503002
也谈情报生意的战略与执行(下篇),饶展:32844534|,6,执行;销售链;商业模式;关键成功因素;,"商业,既是科学,又是艺术,更是俗务。笔者从信息服务(information service)出发,讨论情报的生意经。在这个系列中,笔者将从战略和执行两个角度讨论。具体为:　上篇:战略篇——讨论情报信息服务 ""钱在哪里""、""国内外市场形势""、""我们的市场缝隙""和""一个实例分析""。　下篇:执行篇——讨论情报信息服务""如何高效低成本的供给产品""、""关键成功因素和核心竞争力""、""商业模式和路线图""几个问题。",JZQB200503003
论我国竞争情报开展中的政府推动问题,李国秋:07530759|吕斌:08481339|,4,竞争情报;政府推动;,"本文分析了美日等世界发达市场经济国家以及我国北京及云南等地竞争情报开展情况良好省市的成功经验,提出要推动我国竞争情报的开展,政府是最重要的主导因素,并对政府推动力的来源及具体措施进行了探讨。",JZQB200503005
论竞争情报在企业战略环境分析中的应用——以昆明钢铁股份有限公司为例,彭靖里:05972403|谭海霞:09294892|刘亚伟:10829993|陈新华:15637010|,5,竞争情报;企业;战略环境分析;应用案例;,"通过对昆钢股份战略环境竞争情报案例的剖析,分析了竞争情报的需求,并重点介绍了企业发展的宏观环境、产业环境、竞争对手和内部状况等竞争情报分析环节的研究特点、做法及其对策建议。",JZQB200503006
竞争情报别有洞天在实用,倪志宏:32844535|,3,,"&lt;正&gt;前言:在今年6月中国科技情报学会竞争情报分会召集的竞争情报专家和企业人士交流会上,一位竞争情报专业的博士说,她对于竞争情报的了解主要是从校门到校门,主要是把国外的一些竞争情报的理论和实践经验、方法、技能介绍到国内来,特别想了解企业做情报工作的实际情况,想听听企业在做情报工作的人员的实际做法和看法。就我个人仅三年在企业的实际情报工作经验和三年咨询公司信息情报的经",JZQB200503007
利用竞争情报规避价格战,徐世伟:10197301|,3,竞争情报;规避;价格战;,"在市场经济环境中,价格战是企业最常用的竞争策略,但价格战往往会对行业的发展造成巨大的负面影响。利用竞争情报正确地洞悉竞争环境和竞争对手,了解竞争对手的行为目的,从而规避盲目的价格战,有利于行业的健康发展。",JZQB200503008
竞争对手信息系统的开发,徐全斌:13020021|黎建明:13019953|徐建中:22944608|,5,竞争对手;数据库;信息系统;,"该文以公司的竞争对手信息系统为例,讨论了建立企业竞争情报信息系统的必要性,介绍了该系统采用的信息分类和处理方式以及系统的总体目标。在充分考虑系统功能和用户的多种信息需求的基础上,建立一套基于多层次数据内容挖掘、满足数据分类处理和高效检索的竞争情报内容管理系统,为冶金行业情报研究人员跟踪、收集竞争对手信息,挖掘、积累竞争对手数据,分析、研究竞争情报提供了基础平台。",JZQB200503009
竞争情报链接分析法研究,王知津:05971430|张收棉:08779812|,4,企业网站;链接分析;竞争情报;,"在网络环境下,企业网站是竞争情报的重要来源,其中,网站内部和外部的链接关系反映着现实中企业利益相关者错综复杂的关系。链接分析法提供了一个研究企业网站链接特征的重要工具。本文探讨了链接分析法在企业竞争情报工作中的应用。",JZQB200503010
贸易情报的应用,邵杰:|,2,,"&lt;正&gt;贸易情报有时简直不可思议。由于对采购商了如指掌,从联络、沟贸通、寄样、报价、供货周期等一切交易细节都高度符合该采购商的要求和习惯,公司与来自印度的""买家""的贸易谈判进行得异常顺利。在非常短的时间里,一笔国际贸易订单成交了。印度的买家庆幸自己找到了一个非常合适的合作伙伴,中国上海的""卖家""庆幸",JZQB200503011
竞争情报在企业战略并购中的增值效应,周璐|Lisa Ricci:|,3,竞争情报;并购;,"战略并购在我们企业工作中发挥着越来越大的作用。竞争情报在并购中帮助我们定义战略方向,提供选择市场和并购方式的关键准则。本文探讨了用竞争情报方法定义并购目标及选择准则并提供主动搜寻和扫描目标的步骤,对综合评估最终目标候选者提供支持的途径,提供有效协商谈判并取得成功的关键信息。竞争情报可以对战略并购项目中相当一部分工作产生正面作用。所以它应在并购前后两个时期充当积极角色。",JZQB200503013
中国竞争情报大事记,张左之:|,4,,"&lt;正&gt;2006年是中国情报事业60周年纪念。竞争情报是整个情报事业中一个新兴的重要领域,这里我们试图梳理一下中国竞争情报十多年来的发展轨迹,使读者对中国竞争情报的历程有一概貌的认识。有遗漏或不准确的地方,请大家补充指正。200511月,竞争情报分会组团赴澳洲考察竞争情报工作。10月,上海市科技情报学会、江苏",JZQB200503015
竞争环境监视概述,陶翔:|,6,,"&lt;正&gt;由包昌火、谢新洲主编《竞争情报丛书》之一的《竞争环境监视-竞争情报在企业中的实践》一书即将由华夏出版社出版。本刊选登部分内容,以飨读者。竞争环境监视活动在国外的展开,尽管已有30多年的历史,但对它在理论上的研究和总结还远远滞后于企业的实践。我们认为,竞争环境监视既是企业经营过程中的一项重要实践活动,但同时也是一门值得深入探讨和研究的理论学科。",JZQB200503016
开创新局面  实现竞争情报的价值——第十一届中国竞争情报年会速写,戴侣红:|,1,,"&lt;正&gt;2005年9月,主题为""开创新局面实现竞争情报的价值""的中国科技情报学会竞争情报分会(SCIC)第十一届年会暨博览会在四川成都隆重召开。会议由中国科技情报学会竞争情报分会(SCIC)和北方科技信息研究所(NISTI)共同主办,由天下互联(北京)科技有限公司、北京万方数据股份有限公司、成都市科学技术情报研究所、北京五科开维科技发展有限责任公司、百",JZQB200503018
对一位科技情报老领导的个人怀念,缪其浩:|,1,,"&lt;正&gt;2015年12月24日汪老离开了我们。这位儒雅睿智的老领导生前为大家所熟悉,不仅因为他是曾任远东第一大都市的首长,更是因为他在77高龄时重出""江湖"",担起当今中国最敏感台湾问题的重任。然而在我的脑海里,却出现了他并不为众人所关注的另一个角色,即汪老作为一个科技情报工作领导的一些往事追忆。",JZQB200601001
战略性危机管理中国现代企业管理的重要一环,叶生:16962898|,4,危机管理;竞争情报;公关危机;,"本文分析了危机管理上的种种误区,进而重点论述了战略性危机管理的体系和流程,以及支撑危机管理的组织系统、文化系统、信息系统和运行系统。",JZQB200601003
连续性监测的情报价值,陈飔:23273162|,4,企业竞争情报;情报监测;情报案例;,"本文结合案例讨论了连续性监测的情报价值,认为突发事件或危机公关时情报需求的急迫性掩盖了企业竞争情报工作的常态——连续性的情报监测。企业竞争情报工作的大部分和更基本的任务还是对竞争环境、态势、市场和竞争对手长期的连续的监测和跟踪。在进行决策时,如果没有历史数据,就失去了进行思维的框架。没有跨越时间维度的监测,就不能察知事物的变化,也无法发现事物的发展趋势和规律。",JZQB200601004
企业反竞争情报体系的建设,吴淑燕:21391093|,8,反情报;反竞争情报;竞争情报;情报保护;商业秘密保护;信息安全;,"本文在介绍反竞争情报具体含义的基础上,提出了企业反竞争情报体系的概念。在此基础上,尝试从理论上建构了企业反竞争情报系统的模型,论述了反竞争情报系统中信息、人员与组织、计算机系统、规则与流程这四个构成要素之间的关系,讨论了企业反竞争情报系统建设的具体思路和系统运作的流程;文章最后论述网络环境下企业反竞争情报工作应该注意的问题。",JZQB200601005
防患于未然——花旗集团的竞争情报预警系统(Citigroup CEW),祝晓蓓:|,2,,"&lt;正&gt;金融界的预警机制是绝对必要的——主要的原因是,金融公司替客户管理或者保管资产,手中持有客户托管的有价证券的价值或者资产的价值因时间的变化而产生了价值行情的不同。为了避免损失,要不停地预测市场可能发生的变化。然而,证券交易市场上交易的资产价值,比预期的真实发生的现在价值,大约提早了6个月。也就是说,市场价值是个预期的价值,非现时的真实价值。这种在交易市场上的",JZQB200601006
CCI方法在竞争性企业调查中的应用,吴肇锋:|,4,综合竞争力;指数;,"企业在进入新市场时,面临众多潜在的竞争对手,有必要用科学的方法确定主要的竞争对手,以进行竞争分析并制定竞争策略。本文将结合笔者的实战经验,介绍CCI(企业综合竞争力指数)方法的内涵,以及该法在选定目标竞争对手过程中的应用。",JZQB200601007
贸易情报的应用之二——温州星视光学有限公司,何艳:|,1,,"&lt;正&gt;""我们每天都在面对海量的信息,过去我们每天要浪费太多的时间成本及人力成本在处理各种垃圾信息上,同时每天收到的大量真假难辨的贸易寻盘电子邮件,又需要耗费很大的人力和时间去回复。""温州星视光学有限公司王总经理感叹的说。温州星视光学有限公司(www.starvision-optical.com)成立于1986年,是一家集设计、生产、销售于一体的眼镜",JZQB200601008
竞争情报人才的需求与培养研究,谢晓专:10375350|,8,竞争情报;竞争情报人才;市场需求;人才培养;,"本文在论述竞争情报人才需求产生背景的基础上,分析了我国竞争情报人才市场需求与教育培养现状及其存在的问题,进而提出竞争情报人才素质能力结构与培养模式,以期为竞争情报人才培养提供建议与启示。",JZQB200601009
澳大利亚竞争情报一瞥,戴侣红:13614209|,3,,"&lt;正&gt;增强对澳大利亚竞争情报工作的了解,加强在竞争情报的学术研究、实践应用和教育培训等方面相互合作,更好地借鉴澳大利亚开展竞争情报工作的经验,进一步促进国内竞争情报的发展,由中国科技情报学会竞争情报分会组织,由中国科学技术信息研究所、中国北方科技信息研究所、中国航天工程咨询中心、中国船舶信息中心、中国核科技信息与经济研究院、中国航空发展研究中心等单位共同组成赴",JZQB200601010
解读电信行业竞争情报的应用——以广东移动为例(1),李心悦:|,6,,"&lt;正&gt;引子日前,广东通信管理局举办了最新一期的""南方通信论坛"",主题是围绕广东全省的电信用户数(固话+移动通信)超过1亿家展开的,而世界上只有5个国家的用户数多于这个数。广东移动作为广东省的移动通信运营的领先者,用户数达到了4500万,接近全省用户的一半。从收入和利润来看,广东移动是广东省移动通信业务的领先者,而且在全国也处于前列。最近市场上出现一本关于广东移动战略案例分析的书——《电信赢家——一个前沿市场的战略标本》~1(后面简称《电信赢家》),其主要内容是广东移动过去几年",JZQB200601011
最具潜力的朝阳产业:风力发电,张蓓文:|,6,风力发电;市场;政策;国产化;海上风电场;,近年风力发电的快速发展颇受瞩目。本文从市场需求面和供应面、设备国产化、政策层面状况分析和新兴海上风电场等多方面阐述风力发电是一项最具潜力的朝阳产业。,JZQB200601012
竞争环境监视理论的新发展,陶翔:|,4,,"&lt;正&gt;陶翔所著《竞争环境监视-竞争情报在企业中的实践》一书作为《竞争情报丛书》之一即将由华夏出版社出版。上期刊登了""竞争环境监视概述"",以下是其后""竞争环境监视理论的新发展""的内容。20世纪60年代,美国学者阿吉拉的《经营环境监视》一书的出版,开创了环境监视研究的先河。在此后的几十年里,随着战略管理理论、产业组织理论、市场营销理论等相关学科的发展,环境监视理论也不断得以充实和完善,其间先后经历了三个重要的",JZQB200601013
