从业务角度思考综合电子信息系统的顶层设计	董淑英:20512395|林克成:20837055|	5	军队系统;综合电子信息系统;系统模型;基于服务的体系结构;后台管理;技术采纳;	"综合电子信息系统的顶层设计,需要从军队业务系统运行的角度来理解综合电子信息系统。从系统应用的角度,考虑功能需求和组织指挥管理结构来认识开发产品,从而实现系统的柔性结构。做好软件开发与应用的后台管理,使综合电子信息系统能适应军队系统与软件环境双重进化。用户要扭转技术驱动的被动局面成为信息化的主导者,要能评价与选择技术方案与技术产品,掌握系统升级的节奏与方向,将成为我军信息化研究的重要内容。"	XNZY201101013
面向知识密集型企业的岗位知识管理系统研究与应用	陈伟:10490981|张旭梅:00017805|但斌:10094191|李俊:10095957|	6	岗位知识;知识管理系统;知识密集型企业;	"针对目前知识密集型企业中知识型员工流动性大,企业内部岗位知识分散且极易随知识型员工岗位变动而流失的问题,结合基于岗位的知识管理理念,搭建了基于岗位的知识管理系统框架,设计了系统体系结构和应用功能模块,开发了岗位知识管理系统,并在重庆市永川供电局得到了有效应用,解决了""人走知识去""等问题,实现了岗位知识的分类、储存与共享。"	XNZY201101014
结构化理论与信息系统采纳:电子政务环境下的案例研究	郭迅华:08167780|张楠:08187243|孟庆国:08177613|	8	信息系统采纳;结构化理论;采纳过程;电子政务;案例研究;	"在传统的信息系统采纳研究之中,主流的源于社会心理学的理性行为模型往往难以解释组织层面上的采纳行为以及采纳过程的动态变化。本文将社会学范畴的结构化理论(Structuration Theory)引入到组织环境下信息系统采纳的研究之中,提出了一个用于从宏观视角上分析信息系统应用推广过程的""结构—模式(structure-pattern)""概念模型,并运用该模型对北京市朝阳区某电子政务系统应用进行了案例分析,从而验证了该模型的阐释能力,揭示了该电子政务系统应用推广过程结构与模式的互动演变。本案例研究的结果对于相关电子政务应用实践具有一定的现实启发意义,同时也表明基于结构化理论的研究思路以及定性化的案例研究方法将有助于克服传统的基于社会心理学思想和统计实证研究方法的信息系统采纳研究中由来已久的一些重要局限性,从而探讨组织层面上复杂信息系统采纳的动态过程提供有效研究工具和研究范式。"	XNZY201101015
企业信息资源的战略特性研究	沈波:07846179;07846179|徐升华:07848148;07848148|	5	企业资源理论;信息资源;战略特性;企业绩效;	"从企业资源理论出发,通过拓展企业资源理论,认为企业信息资源是一种战略资源,它具有价值性、稀缺性、难以模仿性和难以替代等特点。根据企业资源理论,战略资源是企业绩效差异的来源,企业信息资源具有战略资源的一般特性,因此通过企业信息资源优化配置将有效地提高企业的绩效水平。"	XNZY201101016
论档案信息资源规划的实施	王新才:08989203|李雯:10135063|陈划生:26156440|	4	档案;信息化;信息资源规划;	"档案信息化建设过程中因缺少有效的档案信息资源规划,导致一系列亟待解决的问题。本文引入信息资源规划方法,探讨了档案信息化建设中的档案信息资源规划的实施,以期更好地指导档案信息系统的开发,促进档案信息化建设全面、健康地发展。"	XNZY201101017
信息可视化软件CiteSpace与VOSviewer的应用比较	张力:10284010|赵星:10284453|叶鹰:09352212|	4	信息可视化;计量图谱;信息计量学;CiteSpace;VOSviewer;	"以Web of Science(WOS)中期刊《Scientometrics》的作者合作图及信息可视化研究领域的文献共引图为实例,对信息可视化软件CiteSpace(CS)与VOSviewer(VOS)进行应用比较。结果显示CS和VOS给出了基本一致的图谱结构,表明两种软件在信息可视化研究中可以相互参验。"	XNZY201101018
构建语义Web环境下的知识服务科学框架	温有奎:23885213|焦玉英:09014846|	6	语义Web;知识服务;服务科学;知识科学;	"知识服务正在成为信息服务业的主旋律。越来越多的信息服务机构和企业已在着手向知识服务方向重新定位和设计。但知识服务理论研究滞后于实践,正在成为知识服务的制约因素。本文提出构建语义Web环境下的知识服务科学的新概念,认为知识服务科学是一门由知识服务、服务科学和知识科学交叉的新型的大学科。构建知识服务科学,把信息服务理论扩展到知识服务科学的理论广度和深度,把知识服务作为一门科学来研究。文章建立了知识服务科学的理论框架,给出了基于知识元的知识服务系统实现模型。"	XNZY201101019
锚定情境下的政府信息资源治理模型可用性评价	裴雷:13987610|望俊成:10138263|	8	政府信息资源管理模型;目标认知;态度组合调查;实证分析;	"本文构建了政府信息资源治理模型(GIRGM),并对领域内的专家进行治理目标认知和治理执行要素接受程度的调查。调查发现,GIRGM的三个目标变量均能通过检测,能较好解释政府信息资源治理行为,但在治理目标期望锚定情况下,政府信息资源治理执行要素的接收程度也存在差异,仅有技术工具、政策法律和政府管理通过检测,进而提出政府信息资源治理要促进目标一致性的建设举措。"	XNZY201101020
基于信息熵的关联分类方法(GARC类方法)综述	陈国青:08168565|刘冠男:26753635|	6	信息熵;关联分类;综述;	"分类方法研究是商务智能领域关注的重要课题,也在信息检索、电子商务以及信息资源管理中有广泛应用。近年来,将关联规则挖掘方法扩展到分类领域的工作受到重视,形成的关联分类方法显现出若干良好特征。本文围绕一类新颖的关联分类方法(即基于信息熵的GARC类方法)进行综述,通过阐述其基本思想、主要性质和方法脉络,反映此类方法不仅保持了传统关联分类方法在可理解性、精度和效率等方面的特点,而且使得生成的分类器(GARC/GARCII/GEAR)具有良好的简约性,同时有效消除了可能的规则冗余和冲突。此外,针对数值属性分区离散化中的""锋利边界""问题进行了相应的模糊扩展(GARCf)。"	XNZY201102003
ERP实施中高层领导支持对关键用户的学习行为的影响研究	毛基业:26753641;10374696|潘绵臻:24661499|韩倩:26753642|	14	ERP实施;高层领导支持;关键用户;学习行为;	"本文通过一个探索性案例研究,回答高层领导支持如何促使关键用户在ERP实施过程中积极向实施顾问学习,从而保障实施效果。本研究主要使用扎根理论方法,发现高层领导的支持可归纳为资源方面的支持、项目支持和变革支持。这些支持行为让关键用户感知到高层领导的重视,推动他们的各种学习行为,而后者又提高了ERP的实施效果。"	XNZY201102004
公众参与视角下的政府信息资源管理	王知津:05971430|陈婧:24334649|	8	电子政务;信息资源管理;公众参与;	"本文从公众参与角度审视政府信息资源管理的相关问题,归纳了公共参与政府信息资源管理的一些实例,总结了公众参与的基本特征,分析了公众参与信息资源管理的障碍,提出了基于公众参与的政府信息资源管理的框架,为政府信息资源管理提供了一种新思路。"	XNZY201102005
基于AT的应急信息需求分析:框架及实证研究	沙勇忠:07906538|徐瑞霞:23532714|	17	应急信息;信息需求;AT;	"AT在复杂问题分析和解决方面具有独特的优势,可将复杂问题简单化,还可以与信息系统设计连接起来。本文尝试将AT引入应急信息需求分析,构建了基于AT的应急信息需求分析框架,并以甘肃舟曲泥石流灾害物资管理活动为例,基于作者的现场观察、访谈和一手档案资料分析,在信息系统设计层面给出信息需求的基本表达,以对应急物资管理信息系统的开发提供理论依据和支持。"	XNZY201102006
国外开放存取期刊的质量评价与控制研究综述	夏莉霞:26753636|方卿:08982829|	6	开放存取;评价;质量控制;研究综述;	"近年来开放存取出版模式因其信息传播的即时性与学术资源的开放性得到了业界广泛关注,其质量评价与控制也成为本领域研究热点。本文通过研读国外相关研究文章,总结了目前开放存取期刊的主要质量评价与控制方式,以期为今后的研究与发展提供参考与借鉴。"	XNZY201102007
基于P2P和Web Service的数字图书馆资源共享框架研究	赵捧未:09041346|马亭:24836250|窦永香:09039039|	4	P2P;Web service;数字图书馆;资源共享;	"针对现有数字图书馆框架体系存在的服务器易单点失效、负载不均衡、资源共享困难、异构信息仓储的互操作等问题,本文在较系统地分析P2P技术和Web Service技术的基础上,设计出一个基于P2P和Web Service技术的数字图书馆资源共享框架,并对组成该框架的三层结构——P2P层、资源节点层、应用服务层予以详尽的阐述。"	XNZY201102008
论基于群体智慧的非物质文化遗产档案管理体制的创新	周耀林:10141650|程齐凯:23562894|	8	非遗档案;管理体制;群体智慧;	"我国非遗档案管理工作存在着主体众多而协同机制缺乏、文化机构主管而专业档案机构介入不足、重视微观建设而轻视宏观规划等问题。因此,从体制上改革非遗档案管理显得非常必要。本文在分析非遗档案管理体制创新的必要性的基础上,通过Malone群体智慧概念和实施模型的分析,提出了非遗档案管理体制创新的目标与要求,设计了基于群体智慧的非遗档案管理体制,并进一步从政策、管理、基础设施和标准规范四个方面论证了利用群体智慧推进非遗管理体制的实现路径。"	XNZY201102009
企业信息化投入产出定量分析模型研究	杨一平:08678802|马惠:26753637|张婀莉:24020673|戴莉:24017388|	5	企业信息化;投入产出;DEA;基准法;	"本文提出的企业信息化投入产出定量分析模型,基于企业信息化能力成熟度分级及测评体系,对每个级别建立指标体系,选取信息化效率较高的企业建立基准企业库,作为其他企业信息化效率评价的基准。然后从同级基准企业库中挑选一定数量的基准企业,对样本企业信息化的投入产出建立DEA有效性模型,计算效率值及偏差值,从而正确评价被测评企业在信息化投入和产出方面的水平和效率,调整投入产出性价比,以达到企业信息化建设中资源的合理配置,提高产出效益和投资回报率。"	XNZY201102010
有害数字信息的国家监管与规制	马海群:05964571|	8	数字信息;有害数字信息;国家规制;管理创新;	"分析了有害数字信息的内涵、特征与危害,描述了国内外对有害数字信息的国家管理与规制,提出了规制有害数字信息的宏观管理改革思路。"	XNZY201102011
元数据标准在信息资源管理领域的应用	杨瑛:24227983|	4	管理学;信息资源;元数据;标准;	"对海量信息资源的规范化管理是当前社会经济发展面临的突出问题之一。利用元数据标准作为基本方法,统一管理分散的信息资源,已经得到众多行业领域的认同和应用。本文从信息资源管理对元数据技术与标准发展的需求分析出发,阐述了各领域元数据标准的特点,以及在信息资源开发利用实践中的实际情况,分析了元数据技术与标准在未来发展中将会面临互操作等难题,并提出了加强元数据标准体系建设、加强元数据分类研究等解决问题的思路。"	XNZY201102012
基于Web3.0的信息服务变革	胡海波:15089179|	5	Web3.0;信息服务;变革;聚合;	"文章阐述Web3.0及其特征,论述了Web3.0环境下的信息交互模式变革,探讨了基于Web3.0环境下的信息服务变革,分析了Web3.0环境下的个性化信息聚合服务。"	XNZY201102013
面向增值利用的公共部门中个人信息管理研究	刘雅琦:22049204|	7	增值利用;公共部门;个人信息管理;	"本文分析了公共部门信息中个人信息增值利用的所有环节,从信息前期处理,信息的采集、存储和发布到后期信息的增值利用方式和保障机制。针对我国目前存在的不足以及欧美优势,结合最新的信息技术、网络技术及信息安全技术,提出公共部门中个人信息增值利用的对策。"	XNZY201102014
视线追踪技术在网络信息检索中的应用研究综述	黄志方:26753638|陆伟:09006361|彭玉:25640049|吴佳鑫:09032540|	6	视线追踪技术;网络检索;用户搜索行为;搜索结果展现;相关性研究;	"视线追踪技术是网络检索领域中的一种新的研究方法,本文对该方法的原理、应用历程进行了介绍,对视线追踪技术在用户检索行为研究、检索结果呈现和检索相关性研究等方面的成果进行了归纳,最后指出了该方法存在的缺陷,并对未来发展方向提出了设想。"	XNZY201102015
我国韩语学习论坛用户知识共享意愿及影响因素实证研究	陈忆金:45669913|张岌秋:10550927|	7	虚拟社区;知识共享;韩语学习;技术接受模型;	"本研究调查了我国韩语学习论坛用户在社区中学习的信念、态度和行为意向,研究了影响用户在学习过程中知识共享意愿的因素。通过调查分析发现虚拟社区本身的人际互动情况、信息交换情况和学习者之间的信任关系之间有密切关系,它们也影响着用户的自我效能(感知有用和感知易用)。研究除了证实了技术接受模型,还发现了用户之间的信任感也是影响韩语学习用户知识共享意愿的因素之一。因此,本研究给出建议:在技术层面和管理层面营造良好的学习环境,保证良好的人际互动和信息传递,帮助学习者建立信任感,减少知识差距。从学习者的需求出发,延伸虚拟社区的功能,使得网络技术更好地为大众所用。"	XNZY201102016
垂直社交网站的兴起与特征:基于用户使用体验的分析	刘志丹:26753639|张晓颖:09016107|范水香:26753640|	6	社交网站;垂直社交网站;用户体验;	"通过典型实例介绍垂直社交网站,并结合开放式访谈的方法,比较分析用户对垂直社交网站和综合社交网站的不同使用体验,揭示垂直社交网站的特征;认为垂直社交网站也逐渐出现了长尾效应,未来的社交网站(SNS)将出现垂直化、移动化和碎片化的发展趋势。"	XNZY201102017
信息资源管理成熟度模型构建研究	卢小宾:45666583|孟玺:26834148|	7	信息资源管理;信息资源管理成熟度模型;最佳实践;	"成熟度模型能够帮助各个机构找出其在特定知识领域中的定位以及如何改善的问题。信息资源管理将信息作为主要的组织资源,必须用与管理其它资产同样的基本原则来管理,因此对信息资源管理现状进行评估和改进,在组织信息结构的发展过程中起到决定性作用。本文通过引入由Hevner等人制定的设计科学的7条指导方针作为依据,在对目前较为流行的5种成熟度模型进行比较的基础上,为信息资源管理成熟度模型构建了一个框架,包括信息资源管理的最佳实践、信息资源管理成熟度模型的建立程序及其计算方法。"	XNZY201103002
网络舆情信息分析与利用的功能与模型研究	曹树金:09997620|陈忆金:45669913|	9	网络舆情;信息分析;舆情分析技术;信息利用;	"网络舆情信息分析是进行网络舆情监控及预警的重要步骤,从整体分析流程来看,具有组织舆情信息、评定舆情监测价值及优先级、预测舆情发展趋势、审议舆情预警效果等四个基本功能。舆情分析结果可用于发现网络舆情传播规律、识别敏感主题和意见分类、及时干预及引导突发事件、跟踪已发生事态变化、防范和因应未发生但可能发生的事件。"	XNZY201103003
论服务型政府的公共信息服务目标及其实现路径	周毅:08850620|谢欢:26584505|	7	服务型政府;公共信息服务;目标;路径;	"服务型政府的基本职能之一是提供公共信息服务。虽然服务型政府的公共信息服务实现方式可以有多种选择,但其服务目标却是一致的。服务型政府的公共信息服务目标主要包括能力目标、过程目标和结果目标三个方面,文章对上述三种目标的内涵进行了具体分析。为了保证上述目标的实现,文章从公共信息服务的多元化供给机制、强化政府网站的信息服务功能、开展开发型与回应型信息服务和加强信息服务监督体系建设等方面提出了具体行动路线。"	XNZY201103004
中国企业CIO的管理者角色:一项实证研究	邱凌云:23033646|李东:06267116|李猛:27249547|	6	CIO;管理者角色;IS管理成熟度;IS管理集中度;IS管理有效性;	"随着信息技术在组织规划、管理和运营中起到的作用日趋显著,CIO(Chief Information Officer,首席信息官)的工作也显得更加重要。一位合格的CIO不仅应该是技术精英,还需要扮演更为重要的管理者角色。通过一项针对国内各类型组织的大型调查,本文试图揭示组织中影响CIO各种角色相对重要性的原因。研究结果表明,CIO所扮演的各种管理者角色的相对重要性受到该组织的IS(Information Systems,信息系统)管理成熟度、IS管理集中度以及IS管理有效性的影响。"	XNZY201103005
社会网络分析法运用于科研团队发现和评价的实证研究	刘璇:17688447|朱庆华:08722091|段宇锋:07530177|	7	社会网络分析法;团队发现;团队评价;科研团队;	"本文将社会网络分析法运用于科研团队的发现和评价,从社会网络分析的角度为科研团队研究提供了一种新的思路和方法。以基因工程专业领域2000～2009十年的合著数据为样本,利用2-派系和滚雪球相结合的方法确立了科研团队,从网络特性指标和核心作者指标两个方面对科研团队绩效影响因素进行挖掘,运用结构方程模型对科研团队绩效影响因素进行了假设检验,最后提出了提高科研团队绩效的几点建议。"	XNZY201103006
虚拟社区知识共享研究文献定量分析	史博文:26418031|赵捧未:09041346|	5	虚拟社区;知识共享;论文增长与分布;词频分析;	"本文采用文献定量分析的方法,选择中国知网(CNKI)中国知识资源总库的相关数据库作为检索数据来源,将2001～2010年这10年间关于虚拟社区知识共享的研究论文作为分析数据,同时结合文献内容从文献总体、文献增长情况、空间分布、著者分布情况、研究热点、文献引用情况等角度,分析了我国学者对虚拟社区知识共享的研究状况,初步总结了虚拟社区知识共享研究的趋势和特点,希望对该领域同行具有一定的参考价值。"	XNZY201103007
基于社会网络分析的学术团体合著研究——以武汉大学计算机学院为例	李纲:08984698|李昂:27249548|	5	社会网络分析;合著;凝聚子群分析;	"基于社会网络分析的武汉大学计算机学院学者之间学术合著的研究,首先通过武汉大学计算机学院2000～2010年的合著情况构建合著网络,重点分析了该网络的全网密度、个体网属性、节点中心度,得到相应的数据,之后对合著网络进行凝聚子群分析,发现了合著网络中内部关系较为密切的5个学术团体。"	XNZY201103008
长尾理论视角下的垂直社交网站发展分析	邓胜利:10132783|周婷:09037077|	5	长尾理论;垂直社交网站;发展策略;	"本文以长尾理论为视角,研究了垂直社交网站的发展现状,通过对垂直社交网站分析,得出垂直社交网站具有长尾效应的特征。最后,本文从信息服务角度出发,提出了长尾视角下的垂直社交网站发展策略。"	XNZY201103009
论开放存取对学术交流的影响(一)——基于科研人员视角的分析	曾元祥:25807256|方卿:08982829|	4	开放存取;学术交流;科研人员;影响;	"作为一种全新的学术交流方式,开放存取运动的兴起给学术交流活动的各个方面都带来了重大影响。科研人员是学术交流系统的基本构成要素,必然要受到开放存取运动的影响。文章从科研信息获取、科研成果发表及其学术影响力等三个方面分析了开放存取对科研人员的具体影响。"	XNZY201103010
论开放存取对学术交流的影响(二)——基于图书情报机构视角的分析	张晓蒙:25873294|方卿:08982829|	5	图书情报机构;开放存取;学术交流;影响;	"作为一种全新的学术交流方式,开放存取运动的兴起给学术交流活动的各个方面都带来了重大影响。本文基于图书情报机构视角,分析了开放存取对图书情报机构的信息资源建设、信息服务与角色定位等方面的影响,讨论了图书情报机构在这种新的学术交流环境中应该采取的相应策略。"	XNZY201103011
论开放存取对学术交流的影响(三)——基于学术出版机构视角的分析	夏莉霞:26753636|方卿:08982829|	5	开放存取;学术交流;学术出版机构;影响;	"开放存取运动的迅猛发展,对于现有的学术交流机制产生了重大的影响。本文基于学术出版机构的视角,从出版市场主体的多元化、学术出版物价格的变化和传统版权政策的松动三个方面论述了开放存取运动对于旧学术交流体系的颠覆,对建立新兴的自由平等的学术交流体系的促进作用。"	XNZY201103012
非物质文化遗产的可视化图谱表示	周耀林:10141650|程齐凯:23562894|	6	非物质文化遗产;非物质文化遗产图谱;描述;记录;	"非物质文化遗产保护与开发近年来受到越来越多的重视。保护开发非物质文化遗产的基础是对非物质文化遗产的描述和认知。图谱是描述和组织非物质文化遗产的重要方法之一。作者在分析图谱概念的基础上,分析了非物质文化遗产图谱的定义与作用,从非时序图谱、时序图谱两个方面重点分析了非物质文化遗产图谱表述形式。"	XNZY201103013
非物质文化遗产信息资源档案式管理的瓶颈与突破	李姗姗:09005333|周耀林:10141650|戴旸:26397854|	5	非物质文化遗产;信息资源;档案式管理;瓶颈;突破;	"档案式管理已成为信息时代开发利用非物质文化遗产信息资源的方法之一。本文在分析非物质文化遗产信息资源管理现状的基础上,指出了非物质文化遗产信息资源档案式管理的瓶颈,并进一步从建立建档协调工作组、实行备份归档与容灾制度、设置分类层级、制定非物质文化遗产建档标准与实施细则、重视档案部门的参与等方面着手,提出了突破非物质文化遗产信息资源档案式管理瓶颈的方法。"	XNZY201103014
论基于本体的非物质文化遗产分类组织方法	程齐凯:23562894|周耀林:10141650|戴旸:26397854|	6	非物质文化遗产;组织;分类;本体;	"非物质文化遗产的分类组织是非物质文化遗产实践工作开展的基本前提。目前,非物质文化遗产组织方法是单线索的。这种单线索的分类组织方法有着天然的不足,不能反映非物质文化遗产项目的生态型、复杂性、关联性。鉴于此,本文提出了基于本体的非物质文化遗产分类组织方法,通过非物质文化遗产本体方案的设计、构建和应用,为非物质文化遗产的分类组织提供一种有效方法。"	XNZY201103015
网络信息服务中提升用户体验的策略研究	田彬彬:27133261|	5	信息服务;用户体验;策略;	"信息服务理念的发展和演化经历了以信息资源为中心和以信息交流为中心两个阶段,如今的信息服务正朝着以信息用户为中心的方向发展,信息服务中的用户体验也逐渐成为信息服务行业发展关注的焦点。本文首先介绍了用户体验的相关理论,并结合有关理论提出了用户体验推荐模型,指出了用户体验设计的目标和方向以及相应的评价因素,并以团购模式为例具体阐述了提升网络信息服务中用户体验的方案和措施。"	XNZY201103016
网络环境下基于用户信息需求的信息资源配置研究综述	郑继来:27249551|	6	信息资源配置;用户信息需求;网络环境;	"网络环境为用户的信息需求提供了新的平台和渠道,更增进了用户信息需求的多样化,也为信息资源配置增加了难度。本文从网络环境下用户、用户信息需求、信息资源配置、以用户信息需求为导向的信息资源配置等角度进行了综述,为后续研究提供一些借鉴。"	XNZY201103017
网络信息资源的书目控制研究	余厚洪:07928119|	4	网络信息;书目控制;资源整合;	"网络信息层出不穷,对其进行书目控制十分必要。在此过程中,应以资源整合理念做指导,认真评价网络信息资源,抓紧制定书目控制的标准,正确运用元数据和置标语言,编制省时有效的网络信息检索工具,建立网络信息资源全文数据库联盟。"	XNZY201103018
网络零售交易信息不对称问题的研究	董静:10507833|王学颖:08660337|	4	信息不对称;网络交易;网络经济;不完美信息动态博弈;	"在我国的网络交易中,网络零售交易成为不可或缺的部分,而网络零售交易中的信息不对称问题成为如今网络经济发展的瓶颈,网络经销者和消费者之间的信息不对称问题将会影响网络经济的结构。如何解决网络交易中的信息不对称问题,是促进网络经济发展的关键因素。本文结合不完美信息动态博弈思想,通过博弈模型对信息不对称问题下的网络交易进行分析,提出这种交易模式下存在的问题及解决方案。"	XNZY201103019
我国信息内容产业集群分布研究	魏冬冬:27249552|	7	信息内容;产业集群;	"信息内容产业已成为一国竞争力的重要组成部分。集群是产业发展一个有效的组织形式,我国各地建立了大量的产业园区发展信息内容产业,主要集中在经济发达的长三角、珠三角地区。但在发展过程中也存在一些问题,如产业集中度过低、缺乏核心竞争力、创新网络建设滞后等,这都需要政府部门和产业界认真应对。"	XNZY201103020
基于云环境的快速创意工厂:数字信息资源企业开放式创新	刘旻璇:24646191|马费成:09018804|朱梦娴:24990730|宋倩:27546654|	8	快速创意;云计算;云创新;开放式创新;数字信息资源企业;	"传统的企业创新开发模式制约了创意产生的速度和质量,已跟不上社会对创新数字信息资源产品和服务的需求。云环境的出现则为数字信息资源企业的开放式创新提供了一个新平台,基于云环境的快速创意工厂孕育而生。本文分析了数字信息资源企业的传统创新开发模式的创新共同体、动力机制和知识扩散,以及新外部环境下此种模式所遇到的挑战,并结合IBM实例提出了基于云环境的快速创意工厂模式,指出数字信息资源创新从传统开发模式到基于云环境的快速创意工厂开发模式的转换。"	XNZY201201003
云计算资源共享的模式研究	黎春兰:06887918|邓仲华:08982363|	8	云计算;云共享;社区云;交互云;	"云计算的最终目的是向用户提供各种资源的共享服务,文章称之为云共享。本文在2008年ICWS会议提出的云计算三层构架的基础上,分析构架中每一层所对应的角色及其相互关系,研究云共享的交互关系,提出P2C、C2C和P2P三种云共享的交互模式。其中,P2C交互模式中包含了三种云计算的类型,即公有云、私有云和混合云。C2C交互模式为社区云模式,P2P交互模式为交互云模式。文章还分别讨论三种交互模式在交互过程中如何实现资源共享、最大化地利用云资源。"	XNZY201201004
信息系统外包绩效影响因素实证研究	杜荣:09086803|艾时钟:09038267|厉敏:24900846|Pamela Abbott:27284740|	7	信息系统外包;外包绩效;知识共享;创新;	"在三年来对从事离岸IT外包服务企业调查的基础上,对北京中关村软件园、上海浦东软件园和西安软件园内20多家外包企业的信息系统部门项目小组成员进行问卷调查,并对回收到的293份有效问卷运用SPSS16.0和AMOS17.0进行统计分析,得出文化相似性、关系规范、创新能力、知识共享之间的相互影响关系以及它们对外包绩效的影响作用,解释了边界跨越在文化相似性、关系规范、创新能力、知识共享对信息系统外包绩效的影响关系中所起的调节作用,并给予了管理建议。"	XNZY201201005
