篇名	作者	页数	关键词	摘要	filename
卷首语		1	 	"<正>从我国基础教育改革的发展趋势来看,凡是有助于激发出学生主动学习、和谐发展的教育资源,都应该加以开发和利用。这就意味着图书馆在学校教育教学过程中担当的责任也越来越重大,它要让每个学生都能找到合 "	ZXTS201006000
图书馆学的研究对象是图书馆吗?	尹鸿博:15573416	3	图书馆学; 研究对象; 基础理论; 大图书馆学; 文化现象;	"针对图书馆学的研究对象到底是什么这一问题,简单回顾了人们对于图书馆学研究对象认识的过程,介绍了几种主要观点,提出图书馆学的研究对象应该是文化的保存与传播,图书馆学的研究对象应该突破""图书馆""这一机构的樊篱,形成一种大图书馆学的理念。 "	ZXTS201005002
关于图书馆文化建设的思考	浦洁:24944201	2	图书馆; 核心价值; 图书馆文化;	"在总结图书馆核心价值体系的基础上,分析图书馆核心价值与图书馆文化之间的关系,提出构建基于核心价值的图书馆文化的基本思路。 "	ZXTS201005003
图书馆自助服务建设的实践与思考——以沈阳市和平区自助图书馆为例	段秀红:24944202	2	自助服务; 自助图书馆; 图书馆建设;	"以沈阳市和平区图书馆的自助图书馆建设为例,对自助图书馆运行一年多的实践中所遇到的问题进行剖析,进一步提出县区图书馆建立自助图书馆服务中的不足和解决对策。 "	ZXTS201005004
浅谈中学图书馆对青少年学生的心理援助	 	3	阅读; 心理健康; 中学图书馆; 心理援助;	"围绕学生中可能出现的不良心理,分析中学图书馆独特的图书资源和学习环境及图书资料专业化优势,提出适当措施对学生进行心理健康援助。 "	ZXTS201005005
对农村小学图书室管理与利用的思考	朱九香:24944203	3	农村小学; 图书室管理; 利用;	"小学图书室是学校教学的""第二课堂"",是教师备课进修的""充电器""。本文从调查了解的数据分析农村小学图书室现状,并从健全制度、引导学生课外阅读、吸引学生三个方面阐述当前农村小学图书室管理与利用的问题。 "	ZXTS201005006
图书馆在青少年的思想教育中应发挥积极作用	霍乙林:22486315	2	图书馆; 青少年; 思想教育;	"党和人民对青少年寄予厚望。然而,在部分青少年身上仍然存在一些不尽如人意的问题。对此,家庭、学校、社会决不能放手不管,尤其是中小学图书馆及其工作人员更要发挥对青少年政治思想教育的积极作用。 "	ZXTS201005007
改进卫生学校图书馆传统借阅制度的思考	叶发婷:24944204	2	图书馆; 卫校学生; 借阅制度;	"阐述了卫生学校图书馆传统借阅制度运作的基本规律及存在的问题,对图书馆的借阅权限、借期及借阅数量等相关制度深入分析,提出利用信息化手段改进完善图书馆传统借阅制度。 "	ZXTS201005008
"培养合格读者,从少年儿童抓起"	熊忠华:13885990	3	公共图书馆; 读者教育; 少年儿童;	"读者是图书馆赖以生存的基石,少年儿童是图书馆读者的源泉。少年儿童的早期养成的行为习惯,会带来终身的消费影响。具有完全公益性质的公共图书馆有责任和条件对青少年儿童阅读习惯、信息素养、公民道德意识加强培养,提高图书馆读者的整体素质。 "	ZXTS201005009
谈公共图书馆实现资源全民共享的条件与个性化服务	张昭:24193536	3	全民共享; 公共图书馆; 个性化; 图书馆服务;	"围绕公共图书馆实现资源全民共享的条件以及公共性与个性化服务的关系展开论述,指出经济社会发展、技术进步、法制完善和图书馆的创新工作是更好地实现资源全民共享及个性化服务的条件。 "	ZXTS201005010
图书馆人性化服务的措施	夏丽瑛:24564145	3	图书馆; 人性化服务;	"阐述图书馆人性化服务的内涵及必要性,并针对目前图书馆人性化服务中存在的问题,提出图书馆人性化服务新举措。 "	ZXTS201005011
图书馆信息服务的新模式:个人数字图书馆	王力:10962563	2	图书馆; 信息服务; 个人数字图书馆;	"在互联网进入Web2.0时代后,数字图书馆信息服务产生了一种新的服务模式,即基于个人知识管理服务的模式——个人数字图书馆。 "	ZXTS201005012
开架借阅模式下的乱架现象与整治策略		3	开架借阅; 乱架现象; 整治策略;	"结合工作实践,分析中学图书馆开架借阅模式下乱架现象产生的原因,并提出整治乱架现象的一些策略。 "	ZXTS201005013
提高少儿图书馆公共服务能力的探索与实践	徐小丽:13268834	4	少年儿童; 公共文化; 服务体系; 图书馆网络; 读书活动;	"从少儿图书馆服务对象特殊性的角度,论述少儿图书馆在构建公共服务体系中的特殊地位和角色作用,并从本地区发展少儿图书馆服务体系建设的实践中探讨提高和拓展少儿图书馆公共服务能力的的方式、方法和创新理念。 "	ZXTS201005014
创建少儿图书馆的服务品牌——谈创办明德英文图书馆	关丽丽:24944205	3	少儿图书馆; 品牌服务; 明德英文图书馆;	"阐述了创建少儿图书馆服务品牌的涵义、要素,针对明德英文图书馆在国内的发展概况、建设特点等,提出了在少儿图书馆创办类似明德英文图书馆,树立少儿图书馆服务品牌的优势条件及运行模式等。 "	ZXTS201005015
略谈地(市)级图书馆讲座工作的实践与创新	赵晓蔓:24944206	3	地市级图书馆; 讲座工作; 实践; 创新;	"讲座工作是目前图书馆服务内涵延伸的新模式,已成为读者群众喜爱的学习形式。本文结合地(市)级图书馆的工作特点,从深化服务理念的角度,论述图书馆讲座工作的地域性和创新性。 "	ZXTS201005016
课外阅读:课堂之外的新天地	薛帼玲:41228815	3	课外阅读; 阅读方法; 阅读活动;	"根据自己的工作实践和体会,论述中小学图书馆如何充分利用馆藏资源,及早引导学生去正确面对纷繁复杂而又丰富多彩的阅读世界,协同语文老师开展课外阅读活动。 "	ZXTS201005017
再看“西游”——四年级语文课外阅读教学设计	谭莉:24944207	1	 	"<正>一、教学目的1.了解名著《西游记》,激发学生读名著的兴趣。在自主阅读感悟\群体阅读中,培养学生创造性地理解、评价、鉴赏文本的能力。2.通过让学生多角度展示,交 "	ZXTS201005018
面向学科建设的高校图书馆信息服务	石聿根1:09361931|黄益兰2:24944208	4	学科建设; 信息服务; 高校图书馆;	"阐述高校图书馆积极参与学科建设的必要性,并论述高校图书馆为学科建设服务的内容和措施。 "	ZXTS201005019
高职院校图书馆特色文献资源建设探讨	李居平:23779219|程雪梅:22444819|陈娟宁:23547353	3	高职院校; 图书馆; 特色文献资源;	"文章主要分析高职院校图书馆特色文献资源建设的必要性及应遵循原则,探讨特色文献资源建设的一些具体方法。 "	ZXTS201005020
浅议信息时代高职院校图书馆的用户教育——以南京化工职业技术学院图书馆为例	谈苹:10654552	3	高职院校; 图书馆; 用户教育;	"结合本校图书馆用户教育的发展现状,阐明大学图书馆用户教育的前景、内容与方式。 "	ZXTS201005021
图书馆转型时期管理模式探索	高素侠:24944209	2	转型; 管理模式; 探索;	"为适应学校发展,图书馆必须紧跟时代步伐创新管理模式。图书馆通过健全管理制度、完善基础设施、构建科学合理的馆藏分配、提升服务质量、提高人员素质等方面来应对图书馆转型,使图书馆工作上一个新台阶。 "	ZXTS201005022
图书馆实体资源与虚拟资源的协调建设原则	邵萍:11002119	3	图书馆资源建设; 协调建设原则;	"图书馆的数字化进程将是一个十分漫长的过程,在图书馆的建设中,实体资源和虚拟资源的协调建设必须遵循一定的原则。优势互补、读者需求、经费保障、共建共享、评估指标等几个方面的建设原则,对图书馆资源建设具有一定的指导意义。 "	ZXTS201005023
用B/S架构系统构建中小学图书馆联盟平台	麦彩云:12340468	5	中小学; 图书馆联盟; 共建共享; 自动化系统; CSLN;	"图书馆联盟是中小学图书馆发展的趋势,通过联盟把整体薄弱的中小学图书馆联合起来,可以快速实现中小学图书馆的全面自动化。B/S架构图书管理软件的出现,为中小学图书馆联盟提供了软件平台。 "	ZXTS201005024
教育装备部门如何引导学校图书馆的规范化建设	李敏:13289345	2	四川省达州市; 教育装备; 学校图书馆; 规范化;	"通过四川省达州市教育装备所的工作实践,介绍他们如何积极支持和规范学校图书馆建设的具体做法和经验。 "	ZXTS201005025
国家图书馆的特色馆藏——联合国出版物考略	李跃进:24944210	4	联合国出版物; 馆藏特色; 国家图书馆;	"根据笔者24年来从事联合国文献整理、研究和咨询服务的经历,介绍国家图书馆联合国出版物收藏的历史、范围及各类特色藏品,并对网络环境下联合国出版物的收藏与传播提出建议。 "	ZXTS201005026
卷首语		1	 	"<正>阅读是一种精神的愉悦和享受,如一杯茶,如一首诗,如一杯酒,如一首歌。但阅读的本质究竟是什么?当今这个信息化高速发展的社会里,由于计 "	ZXTS201005000
卷首语		1	 	"<正>打造书香校园已经不是新鲜话题了,对于着力培养青少年的读书兴趣以及良好的阅读习惯,许多有识之士作了无数有益的研究和探索,然而建设 "	ZXTS201004000
落实科学发展观 创新图书馆服务	王兴启:22257819	3	科学发展观; 图书馆; 服务创新;	"图书馆服务创新是落实科学发展观的必然要求。图书馆服务创新首先要创新服务理念,并在新服务理念下建立一套服务创新的管理制度体系,然后是服务的内容要个性化、形式多样化、手段现代化;同时服务创新需要注意以人为本,处理好科技与人文、创新与传统、需求与服务的关系。 "	ZXTS201004002
"创新读者服务工作,积极为新课改服务"	焦平:22776029	3	信息时代; 学校图书馆; 读者服务工作; 创新;	"从理解新课改精神,提高服务质量等方面,提出""以人为本""服务于新课改的创新举措。 "	ZXTS201004003
"加强馆藏资源利用,开展多种读者服务"	刘志军:24562749	2	信息; 时代; 图书馆; 读者服务工作;	"在信息化时代,各种现代技术在图书馆得到广泛应用,使读者服务工作发生了重大的变化。因此,图书馆应从读者出发,树立全新的服务理念,加强馆藏资源开发利用,开发多种多样的读者服务工作。 "	ZXTS201004004
浅谈数字时代中学图书馆读者服务和谐创新	赵静:12198391	3	中学; 数字图书馆; 读者服务; 和谐创新;	"论述了数字时代中学图书馆读者服务和谐创新的内涵及重要性,并提出了中学图书馆读者服务和谐创新的具体办法。 "	ZXTS201004005
网络阅读的影响及图书馆的使命	夏丽瑛:24564145	5	网络阅读; 图书馆; 传统阅读; 阅读引导;	"介绍网络阅读对传统阅读的冲击,探讨网络阅读的特点,总结网络阅读产生的消极影响,提出图书馆应肩负起引导主流阅读、营造全民阅读氛围、创新阅读环境、引导阅读方式、加强阅读指导等历史使命。 "	ZXTS201004006
图书馆馆员职业生涯管理的感性与理性认识	陈庆苏:12403406	3	图书馆馆员; 职业特征; 职业生涯; 对策;	"对图书馆馆员职业进行详细分析,并根据图书馆馆员职业生涯发展特点,有针对性地提出馆员职业生涯管理的对策措施。 "	ZXTS201004007
加强图书馆档案管理工作 促进图书馆事业发展	姜欣:12945961	3	公共图书馆; 档案管理; 事业发展;	"公共图书馆的档案管理工作对图书馆整体发展具有非常重要作用,必须不断提高管理水平,才能满足图书馆事业发展的要求。本文分析阐述了公共图书馆档案管理工作重要性和存在的问题,并结合实际,从加强档案管理、建立健全档案管理规章制度、加快档案信息化步伐、搞好电子信息档案管理工作和提高业务素质、加强档案管理人员的自身建设等方面,对提高公共图书馆档案管理工作水平提出了意见和建议。 "	ZXTS201004008
浅析网络环境下少儿馆馆藏资源揭示与服务的特点	刘桂芝:22803994|杨洪森:24562750	4	网络环境; 少儿馆藏信息服务; 读者服务; 馆藏揭示; 主页设计;	"针对美国、中国香港、中国等不同国家和地区的图书馆在网络时代为少儿读者服务的现状,揭示了不同图书馆馆藏资源在主页设计方面的表现方式。根据心理学研究成果,阐述了儿童认知发展特点及其对儿童网上阅览习惯的影响,比较分析了不同图书馆,特别是国外和国内图书馆在馆藏和服务信息表现方式上之间的差距。最后,强调了图书馆与读者关系中以读者为中心的指导思想,以及这一指导思想对少儿读者服务的重要意义。 "	ZXTS201004009
论中小学图书馆数字化资源建设内容及应注意的问题	沈洪:20983798	2	中小学图书馆; 数字化资源; 数字图书馆;	"数字化资源建设是中小学图书馆发展的重要举措。本文阐释中小学图书馆数字化资源建设的定义、内容,提出其建设过程中应注意的问题。 "	ZXTS201004010
"关注细节,彰显人性关怀——浅议中小学图书馆流通工作中的细节管理"	薛帼玲:41228815	2	学校图书馆; 人性化服务; 读者工作;	"流通服务是学校图书馆的基础工作之一,也是与读者接触最紧密的窗口服务。在日常流通工作中,多关注细节管理能有效提高图书馆的服务质量和读者的满意程度。本文根据作者的实践体会,阐述了学校图书馆在流通工作中体现的细节管理。 "	ZXTS201004011
对引文分析法的认识与再思考	郑尚标:23802111	3	文献; 引文分析; 引文析法;	"从实际出发,在大量查阅文献的基础上阐述引文分析法的定义、种类、特点、作用、以及局限性,为相关专业人员提供借鉴与参考,提高文献利用的效率。 "	ZXTS201004012
图书馆如何提高青少年的网络素养	王斌:12946007	3	图书馆; 青少年; 网络素养;	"网络信息对青少年有正面和负面两方面影响。针对青少年网络素养的现状,分析了图书馆如何发挥它的教育职能,通过什么途径,来提高青少年网络素养。 "	ZXTS201004013
高中图书馆的特色服务——研究性学习指导	苟廷颐:24562752	2	中学图书馆; 研究性学习; 指导; 中学生;	"在高级中学积极实施研究性学习的同时,作为重要的教学资源,学校图书馆应积极参与研究性学习,对学生提供研究性学习服务。 "	ZXTS201004014
中学阅览室科学高效管理浅探	邵德芹:24562753	2	中学图书馆; 阅览室; 科学管理;	"阅览室是中学图书馆的重要部门,它在学校教育、教学、科研工作中具有重要的意义。本文从三个方面分析了中学阅览室科学高效管理的内涵和要求,为阅览室工作人员提供了多种可资学习和借鉴的工作方法。 "	ZXTS201004015
用书香润泽孩子的心灵——记浙江省农村中小学书香校园工程建设	程莉莉:23600336	2	浙江省; 农村中小学书香校园工程;	"书香校园工程是政府为了解决农村中小学学习读书难而进行的一项举措。本文以浙江省为例,介绍其具体的做法和获得的成绩。 "	ZXTS201004016
少儿图书馆读书活动发展历程与创新思考	张吉娜:15601214	3	少儿图书馆; 读书活动; 发展历程;	"少儿图书馆开展读书活动有半个多世纪,通过对读书活动发展历程的梳理,可以得出创新发展的思路。 "	ZXTS201004017
激发中学生课后阅读兴趣的几点尝试	祁月芹:13893776	2	阅读兴趣; 课外阅读; 中学图书馆; 中学生;	"从四个方面阐述江苏省盐城中学图书馆如何在阅读上下功夫,通过一系列行之有效的方法,激发学生阅读兴趣,使学生的阅读能力得到显著提高。 "	ZXTS201004018
新理念——儿童阅读推广服务链	王玉英:22317012	3	儿童; 阅读; 推广; 创新;	"阐述""儿童阅读推广服务链""新理念,即由""化解障碍、选书建库、阅读推广、延伸升华""等诸多环节构成链环,在科学理念指引下,培育儿童终身受益的阅读素养和创新气质,实现古典的回归和现代的升华。 "	ZXTS201004019
阅读指导课教学实录 列那狐的故事——班级读书交流会	邵芳娟:21843974	1	 	"<正>一、设计理念透过对话和讨论,经由教师的点拨,让孩子回味阅读的快乐,激发阅读的激情,同时带动了孩子去思考,去探索,去整理自己的想法。有 "	ZXTS201004020
新时期高校图书馆期刊管理探究	杜景茹:08074587	3	高校图书馆; 期刊管理工作; 研究;	"针对目前高校图书馆期刊管理出现的问题和现状,就如何改善期刊管理工作从八个方面来进行探讨和研究。 "	ZXTS201004021
电子阅览室软环境现场快速恢复策略研究	丁中流:07530124|陆志民:07532135	3	电子阅览室; 快速恢复; 硬盘保护卡; 机器狗;	"木马、机器狗病毒恶意肆虐,硬盘保护卡被穿透,软环境屡瘫屡建、屡建屡瘫,此时只能靠频繁地重装系统来保持电子阅览室正常开放。在对各种漏洞补丁的焦灼等待和期盼中,积极制订软件环境简单实用的快速恢复策略,从容应对保护卡形同虚设的尴尬局面,不失为一个有效的应对之策。 "	ZXTS201004022
"克服瓶颈,利用CSLN构建学校图书馆集群管理平台"	王爱珍:10915092	3	CSLN; 集群管理; 学校图书馆;	"本文根据中小学图书馆现状,介绍如何选择和采用跨平台管理系统,构建学校图书馆集群管理平台,以期整体提升区域学校图书馆自动化管理水平,早日实现图书馆自动化普及。 "	ZXTS201004024
河北省加快推进教育技术装备管理信息化		1	 	"<正>最近,河北省教育厅召开专题会议安排部署教育技术装备管理信息化,加快推进第二阶段全省管理信息化工作。11个地级市和172个县市区的装备站站长参加了会议。 "	ZXTS201004023
《信息利用基础(高中)》出版		1	 	"<正>复旦大学附属中学图书馆阎衡秋、胡琳编写的《信息利用基础(高中)》一书日前由复旦大学出版社正式出版,该书是2003年度上海市教 "	ZXTS201004026
2010年全国中小学图书馆工作暑期高级研修班征文及征集优秀阅读指导课教学案例的通知		1	 	"<正>经中国图书馆学会中小学图书馆委员会、中国教育学会教学仪器设备分会研究决定,2010年7月于河北唐山市举办""第十届全国中小学图书 "	ZXTS201004028
谈汽校图书馆幸福教育功能的开发	陆熹明:24562754	8	职业教育; 幸福观; 幸福教育功能; 汽校图书馆;	"结合幸福教育涵义、职业教育终极目的与汽校生幸福感、幸福观的调查,分别从汽校图书馆幸福教育提出的背景、主要组成部分、开发途径三个方面探讨了图书馆在职业幸福教育中的特点。 "	ZXTS201004025
瑕瑜互见的《澳门图书馆的系统研究》	刘雯:14275810|张智燕:10182861	3	澳门图书馆的系统研究; 澳门图书馆; 图书馆学; 书评;	从选题、引用材料、论述特点及文风等方面评价《澳门图书馆的系统研究》一书的特色与不足之处。 	ZXTS201004027
卷首语		1	 	"<正>今年的""两会""闭幕了,值得我们中小学图书馆工作者欣慰的是,中小学校图书馆(室)的建设问题十分难得地成为了今年""两会""诸多热点之一。虽然代表们针对中小学图书馆建设提出的问题在我们看来并不陌生,有些甚至是""老生常谈"",但是,关于学校图书馆建设的问题能够在最高级别的""两会""上被正式提出 "	ZXTS201003001
大连农村中小学教师图书流动站的实践与思考	吴彦华:17599758|刘晓燕:06520690	4	流动图书站; 农村教师; 教师教育; 读书活动;	"结合实践,就如何充分利用大连教育学院图书馆的基础教育文献资源优势,建立专为农村教师服务的流动图书站,为农村教师专业素质提高提供优质的学习资源,如何把有限的资源提供给最需要的基层学校教师,及如何开展读书活动进行了探索思考。 "	ZXTS201003002
基于图书馆核心竞争力的研究	李先文:10237874	3	图书馆; 核心竞争力; 信息服务;	"面对现代化信息服务异军突起以及激烈的市场竞争,研究和开发图书馆核心竞争力势在必行。在简要介绍图书馆核心竞争力内涵的基础上,分析其构成要素和基本特征,提出构建图书馆核心竞争力的基本措施,以保持信息服务的中心地位,提高其在信息市场中的竞争力。 "	ZXTS201003003
梁启超与蔡元培关于图书馆教育职能思想之异同	苏珊:24392364	2	梁启超; 蔡元培; 图书馆; 教育职能;	"通过比较梁启超、蔡元培关于图书馆教育职能观念的异同以及产生的影响、原因,并联系全民教育的现实,加深对现代图书馆社会教育职能的认识,从中汲取精神力量,更好地为广大人民群众服务。 "	ZXTS201003004
