
“直播带货”助力经济复苏,,4, ,"<正>""万物可直播,人人齐带货""。新冠肺炎疫情发生以来,""直播带货""成为中国独特的消费盛景。数据显示,2020年,中国国内在线直播的用户规模预计将增至5.26亿人,直播电商销售规模将达9160亿元,约占国内网络零售规模的8.7%。随着""直播带货""消费模式的兴起,中国市场展现出了强大的潜力和生命力,并且加快了实体商业向数字化转型的步伐。 ",XXJS202005002
由负转正 增幅领先——今年1—4月浙江省电子信息行业经济运行指标不断向好,,2, ,"<正>2020年4月份以来,浙江省电子信息行业有效应对新冠肺炎疫情冲击,1—4月产能加速恢复,主要指标逆势增长,率先回升领跑全省工业,为全省工业经济高质量发展提供了强力支撑。由负转正,生产加速复燃1—4月,全省规模以上电子信息制造业增加值584.7亿元,在一季 ",XXJS202005003
AI看“浙”里,,1, ,"<正>目前,我国正处于以大数据、人工智能驱动的数字化转型阶段。人工智能作为当前数字技术发展的最前沿,有望为数字经济的发展带来新的技术红利,成为全球经济增长的新引擎。在浙江,立足数字经济基础优势,全省的人工智能产业发展十分迅速,产业区域发展竞争力位居全国第一梯队。近期,浙江省发展规划研究院联合浙江网信办、浙江省发展改革委、浙江省经信厅、 ",XXJS202005007
“浙”里的AI达千亿级,,2, ,"<正>随着移动互联网、大数据、超级计算、类脑科学等新理论新技术的不断发展迭代,新一代人工智能正在对经济社会发展模式和国际政经格局产生重要影响。长期以来,浙江将人工智能作为数字经济""一号工程""的重中之重来抓,致力于打造新一代人工智能创新发展高地,促进全省经济社会智能化升级和高质量发展。 ",XXJS202005008
人工智能引领浙江产业新优势——浙江人工智能科技产业区域发展竞争力居全国第四,,2, ,"<正>浙江省人工智能产业形成了从核心技术及产业、智能终端制造、行业智能化应用的完整产业链,与医疗、交通、制造、教育、农林、金融、司法、安全等各行业的融合发展浙江省人工智能产业领域基本覆盖了基础层、技术层和应用层三个层面,形成了从核心技术及产业、智能终端制造、行业智能化应用的完整产业链,与医疗、交通、制造、教育、农林、金融、司法、安全等各行业的融合发展,在多 ",XXJS202005009
浙江省人工智能产业平台一览,,1, ,"<正>近年来,浙江省积极推进人工智能产业平台建设,打造了一批以特色小镇、""万亩千亿""新产业为主的产业平台。特色小镇杭州未来科技城中国(杭州)人工智能小镇依托浙江大学、阿里巴巴、海创园、梦想小镇等平台优势,建设成为国内顶尖、国际一流的人工智能产业集聚高地 ",XXJS202005010
浙江人工智能产业全景扫描——呈现以杭州为核心，嘉宁绍金快速跟进的态势,,4, ,"<正>浙江的人工智能产业区域分布呈现以杭州为核心,嘉兴、宁波、绍兴、金华等地区快速跟进的态势浙江省人工智能产业区域分布具有极化分布的特征,即呈现以杭州为核心,嘉兴、宁波、绍兴、金华等地区快速跟进的态势,其中杭州集聚了全省人工智能高校、科研机构、核心企业以及高层次人才资源。 ",XXJS202005011
杭州AI画像——“新四军”正在塑造城市产业新图谱,,3, ,"<正>杭州拥有强大的经济基础和教育基础,为人工智能的发展提供了良好的空间,是中国最具代表性的20座人工智能发展良好的城市之一目前,中国各地人工智能企业已经超过1000家,主要集中于京津冀、珠三角、长三角等区域。杭州作为新一线城市,拥有强大的经济基础和教育基础,为人工智能的发展提供了良好的空间,是中国最具代表性的20座人 ",XXJS202005012
构建十联动的人工智能生态系统——浙江省人工智能产业发展经验探索,,4, ,"<正>近年来浙江建立了""产学研用金、才政介美云""十联动人工智能创业创新生态系统,统筹推进人工智能高能级产业建设浙江省立足数字经济基础优势,积极抢占人工智能产业发展的制高点,通过出台引领产业发展的政策规划、打造高能级产业平台、培育多场景应用需求、争创国家创新试点示范等多措并举,突出浙江系统平台建设和应用内容开发优 ",XXJS202005013
2020年浙江人工智能产业新趋势,,2, ,"<正>随着计算能力、大数据和算法上的突破,将迎来一个崭新的万物智能新时代,人工智能将引发各行业新一轮科技革命人工智能带来的智能化浪潮正席卷全球,随着计算能力、大数据和算法上的突破,尤其5G网络商用后,支撑百亿、千亿级海量设备连接至网络,使得万物互联成为现实,在AI等新技术发展下,将迎来一个崭新的万物智能新时代,人工智能将引 ",XXJS202005014
那些浙企追逐的AI热点,,4, ,"<正>在浙江,人工智能为传统的制造业、公共服务、数字""新基建""等领域创造出大量产业新天地,带来经济跃升发展的新模式作为引领未来的战略性技术,人工智能已经成为经济发展的新引擎、社会发展的加速器,人工智能技术正在渗透并重构生产、分配、交换、消费等经济活动各个环节,形成从宏观到微观各领域的智能化新需求、新产 ",XXJS202005015
抢占人工智能制高点的对策建议,,2, ,"<正>补短板、强优势,浙江应出台一系列加快人工智能产业发展的政策措施浙江的人工智能产业区域发展竞争力位居全国第一梯队,已经初步形成了千亿级别的产业规模,且产业链基本完整。目前,浙江形成了以杭州为核心,宁波、温州、嘉兴等地快速跟进的产业态势,人工智能创新生态初步构建。然而,我们必须看到,浙江的人工智能还存在着一些短板。比如关键基础理论、核心技术、产业标准及关键器件 ",XXJS202005016
从“智能”到“智慧”的升级——产业智库平台赋能杭州湾上虞经开区,贺建1:45429251|卢晓旺2:45692168,3, ,"<正>经开区围绕""4+3+1""产业体系,通过与中国知网合作建设产业智库平台,升级园区大脑,构建产学研用转化全过程的知识服务体系,为智慧化园区的发展勾勒出全新的上虞模式产业园区是区域经济发展和新技术、新产业培育的主要阵地,推进数字化园区建设,是浙江省实施数字经济""一号工程""、建设国家数字经济示范省的积极举措,如何应用物联网、云计算等技术建立智慧化公共服务 ",XXJS202005017
信息通信产业迎来发展黄金期,,4, ,"<正>我国信息通信产业总体稳中有进,产业提质增效成果逐渐显现、产业集群化发展格局初步成型信息通信产业作为数字时代的基础性、先导性行业,既是数字产业化的具体形态,也是建设""数字中国""的关键支撑。作为世界网络大国,我国信息通信产业总体稳中有进,综合分析上市企业数据可观察到,产业提质增效成果逐渐 ",XXJS202005018
37.78万家，浙企上云势头喜人,,2, ,"<正>浙江省累计上云企业目标任务超额完成11.11%,用云程度逐步深化,上云行动势头喜人近日,浙江省数字经济发展领导小组办公室发布了全省2019年度""企业上云""工作情况通报。通报显示,浙江省2019年度新增上云企业8.84万家,累计上云企业已达到37.78万家, ",XXJS202005019
从新冠疫情防控看浙江数字经济发展,,4, ,"<正>新冠疫情爆发以来,浙江快速推出一批数字经济领域""黑科技"",成为防控疫情的新型""作战力量""浙江大力实施数字经济""一号工程"",推进以大数据、人工智能等为代表的新一代信息技术的创新突破和广泛应用,数字产业化、产业数字化、城市数字化""三化融合""不断深入推进,数字经济已成为引领全省经 ",XXJS202005020
智算中心是智慧时代的新基建,王恩东:35099413,2, ,"智算中心是智慧时代最主要的计算力生产中心和供应中心,它以融合架构计算系统为平台,以数据为资源,能够以强大算力驱动AI模型来对数据进行深度加工,源源不断产生各种智慧计算服务,并通过网络以云服务形式向组织及个人进行供应。 ",XXJS202005021
各国争抢数字经济新赛道,,2, ,"<正>数字时代正在重塑当今经济和社会,只有把握新一轮技术革命带来的历史性机遇、搭上数字经济的高速列车,才能使经济社会重焕生机随着新一代信息通信技术的快速发展和跨界融合,数字经济作为发展最快、创新最活跃、辐射最广的经济活动,已成为全球经济增长日益重要的驱动力。各国充 ",XXJS202005022
智能化时代的物联网,,2, ,"<正>物联网的普及将有力推动地球""智慧化"",新战略能够带来长短兼顾的良好效益,尤其是在当前形势下,对于世界经济走出困境具有重大意义种种迹象表明,物联网将成为智慧城市下一轮升级的关键技术。在物联网时代,城市要进一步发挥大数据的助力作用,必须建立非线性的关联,产生更多新的服务。随着大数据时代的到来,数字经 ",XXJS202005023
新基建助力智慧城市跨越式发展,夏婷婷1:44332066|刘升升2:45428071,3, ,"<正>信息基础设施、融合基础设施和创新基础设施作为新基建的三个方面,破解了智慧城市建设中存在的一些困局,提供了新的支撑和实现路径,最终影响了智慧城市的发展趋势""新基建""即新型基础设施建设,是融入5G、大数据、人工智能、物联网等新兴技术的基础设施建设,本质是基 ",XXJS202005024
读数,,1, ,"<正>26%5月13日,腾讯发布2020年第一季度业绩报告显示,第一季度腾讯营收1080.65亿元,同比增长26%;净利润270.79亿元,同比增长29%,超出市场预期。4.7亿美元IDC预计,2020年中国区块链解决方案相关的总支出将达到4.7亿美元(与疫情前预测相比下降约12%);在2019—2023年的预测期间内,复合年均增长率预期将达到60%。 ",XXJS202005004
云阅读·观点,,1, ,"<正>邬贺铨:5G在新基建中起到领跑作用近日,中国工程院院士邬贺铨表示:""5G在新基建中起到了领跑的作用,以5G为代表的新一代信息基础设施(数字基础设施)是新基建的支柱,5G是新一代信息基础设施各种技术的融合器,通过5G可以把新一代信息基础设施应用到传统产业上。""同时,他还强调,""5G支撑产业数字化,是数字经济的新引擎。""5G可以很好地应 ",XXJS202005005
政策速递,,1, ,"<正>勾画工业大数据发展蓝图5月13日,工信部发布《关于工业大数据发展的指导意见》,提出着力打造资源富集、应用繁荣、产业进步、治理有序的工业大数据生态体系;并从加快数据汇聚、推动数据共享、深化数据应用、完善数据治理、强化数据安全、促进产业发展、加强组织保障等七方面21条指导意见。工业大数据,是指工业领域产品 ",XXJS202005006
5G，新基建最清晰的“跑道”,,1, ,"<正>5G在新基建中作为最根本的通信基础设施,不但可以为其他基础设施提供重要的网络支撑,而且可以将数字科技快速赋能给各行各业,是数字经济的重要载体。今年,是疫情防控与复工复产""两手抓、两战赢""的重要时期。疫情防控常态化下,5G不仅为登山运动、科学考察等人文活动提供了高性能的信息通信手段,也将助力各行各业实现信息化升级,在人工智能、工业互联网等七大领域成为社会发展的新工具。同时,新基建的风乍起,吹皱一池春水,一夜之间,无人不识新基建,新基建的推进将助力5G发展再攀新高。 ",XXJS202004001
奔跑吧，新基建,,4, ,"<正>2020年伊始,新基建正式站上风口。从中央密集部署,到地方积极响应;从企业主动投资,到资本市场热捧,新基建以""一业带百业"",助力产业升级、带动创业就业,助推经济社会发展早日全面步入正常轨道。 ",XXJS202004002
2020“疫后”互联网产业发展趋势,,3, ,"<正>2020年初,一场新冠肺炎疫情打乱了全球经济生活的正常秩序,也触发了深藏于当下经济生活背后的问题,特别是对互联网产生了复杂的影响。近日,艾瑞咨询发布了《2020年疫情背后的互联网产业发展趋势报告》,论述了疫情背景下,中国互联网产业的发展趋势。 ",XXJS202004003
5G应用“浙”里硕果累累,,1, ,"<正>把握5G机遇,浙江已走在了前列。2018年7月,浙江在全国率先制定印发了《关于推进5G网络规模试验和应用示范的指导意见》;2019年4月,又印发了《浙江省人民政府关于加快推进5G产业发展的实施意见》。此后,省内各市也围绕5G出台了不少关于公共资源开放、基站布点规划、配建标准、建设导则、产业发展等方面的政策,浙江的5G产业链相关 ",XXJS202004006
高质量发展中的浙江5G,,2, ,"<正>加快推进5G基础设施、5G应用与5G产业高质量发展,5G将成为浙江发展数字经济、推动产业升级、引领科技创新的重要引擎5G是新基建的关键要素,是支撑经济社会数字化、网络化、智能化转型的关键数字基础设施,同时也将成为发展数字经济、推动产业升级、引领科技创新的重要引擎。 ",XXJS202004007
联合五横十纵，创5G共赢生态——5G联盟助力数字浙江5G商用产业化,,4, ,"<正>联盟助力""中国制造2025""和""互联网+""战略,不断促进相关主体之间的交流和深度合作,积极打造合作共赢的5G生态圈5G是网络强国的国之重器。一直以来,浙江省委、省政府高度重视5G产业发展,多次批示要加大5G产业在浙江的推广力度,加快业务布局, ",XXJS202004008
5G导盲镜，让盲人聆听世界的眼镜,,1, ,"<正>通过将视觉辅助当中复杂的图像处理功能分散到网络的边缘,借助5G高速稳定的网络,和强大的边缘云处理能力,帮助盲人""看见""世界根据世界卫生组织的估算,全世界视力残疾人数约为2.8亿人,其中全盲人士超过3900万。而我国是世界上视障人士最多的国家,据第六次全国人口普查及第二次全国残疾人抽样调查结果显示,我国现有视力残疾人士1263万人,他们在出行、社交、工作、学习等诸多方面存在障碍。因此,为解决视觉障碍人士日常生活的痛点,浙江移动联合杭州视氪科技有限公司,创新性提出基于5G+AI+MEC+切片的5G导盲镜。 ",XXJS202004009
5G+AGV自主泊车赋能杭州之门,,1, ,"<正>5G+AGV自主泊车方案实现车辆的柔性搬运,活动区域无需铺设轨道、不受场地限制,适应能力强,实现非智能网联车辆的全自动存取依托杭州之门智慧停车场建设需求,中国移动浙江公司联合杭州双塔置业、紫光展锐科技有限公司等单位设计了一个基于5G+AGV的自主泊车系统,该方案主要包含一个智慧停车云平台、边缘云(MEC)、自主泊车机器人(AGV)、C—V2X(基于蜂窝网络的车载直连通信技术)车载端OBU、车载HMI终端、C—V2X路侧设备RSU、5G基站等关键设备。 ",XXJS202004010
“5G+工业互联网”赋能红狮水泥,,1, ,"<正>基于5G+MEC+supOS的""5G+工业互联网""平台解决方案,可实现生产过程视觉分析、设备参数采集、人员安全管理、危险区域巡检和AR远程维护等时下,工业制造业最火热的话题,必定是以5G作为信息通信的主要发展方向和关键基础设施,如何全面构筑全行业的数字化转型。2019年,中国电信携手浙江中控蓝卓、红狮水泥和中兴通讯合作成立了5G智 ",XXJS202004011
5G助力杭叉实现智慧物流,,1, ,"<正>随着5G技术大带宽、低时延、广连接的特性逐渐成熟,杭叉集团基于5G赋能场内智慧物流综合解决方案应运而生在技术大变革和社会大变革的时代背景下,传统物流正加速向智慧物流转变。随着5G大带宽、低时延、广连接的特性逐渐成熟,基于5G赋能的场内智慧物流综合解决方案应运而生。而杭叉集团一直致力于做世界最强叉车企业,并成为世界领先的物流整体方案解决供应商。 ",XXJS202004012
珀莱雅建成我国首个化妆品5G智能工厂,,1, ,"<正>珀莱雅5G智能工厂完成了整个生产过程的从供应商到生产到客户的协同,构建了智能制造数字化工厂体系,也是5G在中国化妆品制造领域第一个落地创新型智能制造项目珀莱雅化妆品股份有限公司是国内集研发、生产、销售为一体的大型化妆品公司,为国内化妆品行业TOP3企业。近年来,珀莱雅公司提出年轻化、平台化、生态化、国际 ",XXJS202004013
5G开启西湖数字运营新篇章,,1, ,"<正>西湖数字景区以全力打造基于数字景区信息化安防的管理集群为建设方案,将区域内的人、地、物、事、组织等要素进行数字化,利用5G、人工智能、边缘计算、区块链等技术实现对景区管理的数字化、精细化、智能化打造样板 ",XXJS202004014
5G远控龙门吊：探索智慧港口“先行者”,,1, ,"<正>5G远控龙门吊作为智慧港口的先行探索,对港口智能化的发展具有很强的指导和示范作用港口作为交通运输的枢纽和对外交流的窗口,在促进国际贸易和地区发展中起着举足轻重的作用。2018年,全球货物吞吐量排名前10的大港口中,中国大陆稳占8席。在全球20大集装箱港口行列,大陆港口占了7个。而宁波舟山港是国家的主枢纽港之一,连续7年货物吞叶量位居世界第一,2018年集装箱吞吐量位居世界第三。 ",XXJS202004015
5G打造“智慧海关”新生态,,1, ,"<正>宁波""智慧海关""是全国首个""5G+智慧海关""案例,具有先进性和创新性。其中,依托5G技术的自动施验封、AR监管等多个应用都是全国海关业内首创应用浙江宁波海关是我国历史最悠久的海关之一,现在宁波舟山港货物吞吐量已达10.8亿吨,宁波口岸发展背后一直都有宁波海关努力不懈、改革创新的身影。如今,宁波海关坚持业务和科技相融合,加快推 ",XXJS202004016
5G“孕育”农业新生态,,1, ,"<正>5G助力生产可口、绿色、安全农产品,实现农业的可持续发展,赋能温州农业数字化转型农业是最基础行业之一。随着科技的发展,农业经历过多次改革。机器代替人工,物联网的引入,特别是4G的出现,农业已进入半自动化管理。但受限于农业自身的特点和4G的一些缺陷,智能化程度远远不够。而5G的出现,即将改变这个局面。2019年11月,在温州科技职业学院种子种苗基地,依托温州移动5G优质网络及技术,温科院5G+农业新生态应运而生。 ",XXJS202004017
诺力全面打造智能工厂,,1, ,"<正>5G无线连接技术将让诺力实现产品数据流、生产信息流、制造工艺流的重新打通融合,成为生产工艺和商业发展的新机遇诺力智能装备股份有限公司位于浙江省长兴县,是一家发韧中国、布局全球的国际化公司,是国内A股主板上市企业,同时也是国家技术创新示范企业、国家制造业单项冠军示范企业、国家知识产权示范企业,现已逐步发展为国内唯一(全球四家)能够同时提供物料搬运设备、智能立体仓库、智能输送分拣系统、供应链综合系统软件等整体解决方案的公司。 ",XXJS202004018
新凤鸣，智能制造新标杆,,1, ,"<正>在""2019中国智能制造系统解决方案大会""上,新凤鸣作为中国化纤行业唯一一家入选企业,成为""智能制造标杆企业""新凤鸣集团坐落在嘉兴桐乡市,地处长三角聚酯长丝产业集群,现已成为一家集PTA、聚酯、纺丝、加弹、进出口贸易于一体的现代大型股份制企业。2019年,在""2019中国智能制造系统解决方案大会""上,新凤鸣作为中国化纤行业唯一一家入选企业,被评为""智能制造标杆企业""。 ",XXJS202004019
5G为诸暨基层诊疗添加新“神器”,,1, ,"<正>5G数字化医共体建设不仅可以开展远程会诊,还能进行远程查房及带教工作,将极大地提升基层医疗卫生服务能力,提升医共体建设的智能化水平,加速打造智慧健康体系诸暨市深化医药卫生体制改革,以""健康诸暨建设""为契机,在《浙江省县域医共体信息化建设指南(试行)》的指导下,启动了医共体信息化建设工作,充分发挥5G技术优势,在县域医共体建设基础上,开展5G数字化医共体建设,进一步提升人民群众就医获得感和满意率,取得积极成效。 ",XXJS202004020
5G助力步阳打开“智慧之门”,,1, ,"<正>步阳集团利用5G创新技术,实现智能制造升级,全力打造智慧工厂,通过无人工厂模式节省全部人工成本步阳集团有限公司生产的步阳安全门是中国防盗安全门行业中最具影响力的品牌之一,连续十年全国门业综合排名第一。随着中国制造2025的推进,传统制造业正加速向智能制造转变。随着5G技术的大带宽、低时延、广连接特性逐渐成熟,基于5G赋能的智慧工厂成为了现实。在这样的背景下,步阳集团积极踏出实践的步伐。 ",XXJS202004021
