篇名	作者	页数	关键词	摘要	filename
情报系统在事故类突发事件中的作用解析	谷俊1:45699362|苏新宁2:08041788	9	突发事件; 事故处置; 情报系统; 预警; 事故灾害; 救援处置;	"[目的/意义]随着社会的不断进步和经济的高速发展,各类事故类突发事件也层出不穷,情报系统在事故类突发时间的预警和处置中有着重要的作用。[方法/过程]文章以""东方之星""沉船事故、天津港爆炸事故和温州高铁事故为例,论述了情报系统在事故类突发事件的预警、处置和善后方面发挥的作用,并给出了相关建议。[结果/结论]完善高效的情报系统能够有效提升事故灾害的预警、应对处置和善后处理能力。 "	QBYJ202002006
面向药品突发事件的应急响应情报体系作用解析——以“山东非法疫苗事件”为例	朱云霞:30447542	10	药品突发事件; 情报体系; 案例研究; 情景切分; 应急管理;	"[目的/意义]在已完成的面向突发事件的情报体系理论框架之上,针对药品突发事件特征,构建药品突发事件应急响应情报体系,有利于药品突发事件的事前预警、事中处理和事后管理。[方法/过程]构建药品突发事件应急响应情报体系的理论模型,采用个案分析法,以""山东非法疫苗事件""作为具体分析案例,对突发事件进行情景切分,选取典型情景对情报体系的作用进行解析。[结论/结果]通过假设对比,构建的药品突发事件应急响应情报体系能够充分利用数据资源,保障信息渠道的畅通,在突发事件的事前、事中和事后阶段均能起到较好的控制和管理作用。 "	QBYJ202002007
突发事件应急响应情报体系案例解析——以公共卫生事件为例	"沈思1,2:37660097|李沁宇1:43961397|苏新宁3,2:08041788"	8	公共卫生; 突发事件; 应急响应; 情报体系;	"[目的/意义]以公共卫生事件为切入点,对典型的突发事件进行了细致地解析以便于为应对突发事件提供相应的信息和知识。[方法/过程]选取毒奶粉和太湖蓝藻这两类突发事件,从突发事件信息的获取和具体应对这两个角度,对这两类突发事件进行多角度的分析和解析。[结果/结论]通过对相对有代表性的这两类突发事件的解析,不仅为应对突发事件提供了直接信息和知识,而且也通过案例的方式全方面展现了卫生类突发事件的整体概貌。 "	QBYJ202002008
突发事件应急响应情报体系案例解析——以自然灾害事件为例	"刘浏1,2:45692010|苏新宁3,2:08041788"	9	突发事件; 情报体系; 案例解析; 应急响应; 自然灾害;	"[目的/意义]通过对自然灾害的案例分析验证突发事件应急响应情报体系的有效性。[方法/过程]结合两类自然灾害突发事件,通过对案例内容回顾和反思,根据突发事件应急响应情报体系,从事前、事中和事后3个阶段,利用情报采集、情报组织、情报分析等手段,提出同类突发事件的应对办法和决策建议。[结果/结论]应急响应情报体系可以有效帮助应对自然灾害突发事件。 "	QBYJ202002009
征稿启事		1	 	"<正>《科技情报研究》是由湖南省科技厅主管,湖南省科技信息研究所主办的学术性刊物,中文季刊。刊物坚持正确的政治方向、学术导向和价值取向,以面向创新主体,构建情报学术交流与决策辅助平台,推动科技情报理论研究与实践应用,服务国家安全、政府决策与科技创新为宗旨,为广大学者提供优质的学术交流平台。一、办刊宗旨坚持正确的舆论导向和办刊方向,刊载科技情报理论研究与实践应用成果,推动学术交流,促进成果应用,服务科技创新。 "	QBYJ202002010
融汇情报刻画的情报感知研究路径	王延飞1:06274840|杜元清2:36012130	11	情报感知; 情报刻画; 情报学术; 路径研究;	"情报感知是情报学术研究特色的体现所在。文章讨论情报感知研究路径的描述和研究成果的实现传递等相关问题,指出情报感知的结果需要刻画方能展现,情报感知与情报刻画的行为交织、过程相融。对情报刻画的原则、方法和能力进行解析,既是做好情报感知工作所要求的条件,也是情报学术专业探索不可或缺的特色领域对象。 "	QBYJ202001001
情报分析方法论的演变——基于国家安全情报分析的视角	高金虎:39461137	18	情报分析方法论; 实证主义; 证伪主义; 认知心理学; 结构化分析; 国家安全情报;	"[目的/意义]梳理情报分析方法论的发展历程,阐明情报分析方法论的发展路径,为改进情报分析提供借鉴。[方法/过程]从情报分析方法论的演变入手,阐明国家安全情报分析与一般信息分析之间的区别,总结情报分析方法论对情报分析的影响。[结果/结论]情报分析远比一般的信息分析复杂,常规的信息分析方法不能应对国家安全情报分析中的复杂问题,应基于证伪主义、认知心理学建构新的情报分析方法论。 "	QBYJ202001002
情报学方法语料库构建	章成志:13897453|王玉琢:37700416|王如萍:43621804	16	语料库; 情报学; 方法实体;	"情报学领域的学术论文全文中包含了大量的方法实体,识别并分析这些方法实体可帮助学者更好地了解该学科,并找到适合自身研究工作的方法。从学术文献全文中自动抽取方法实体的基础是高质量的方法语料库,为此,文章提出了一种情报学方法实体标注框架,并在此基础上开展情报学方法语料库构建工作。具体而言,文章采取人工阅读和人工标注的方式,首先构建了情报学领域结构化学术文献全文语料,并在此基础上通过人工标注,识别出学术文献中包含情报学方法的句子和方法实体,得到情报学方法语料库。文章表明,文章提出的语料库构建框架可较好地完成语料实体的标注工作,其结果可作为基础数据库,为情报学方法实体的自动抽取提供训练数据。 "	QBYJ202001003
面向新型智库的情报服务创新策略	"黄晓斌1:10069512|林菁1,2:33144002"	10	新型智库; 图书情报机构; 智库服务; 服务创新;	"[目的/意义]新型智库需要充分的情报信息作为保障,图书情报机构与智库建设之间有着紧密联系,应寻求提升服务的方法和路径,使其更好地服务于我国新型智库建设。[方法/过程]分析新型智库对情报信息的需求特征,指出当前我国图情机构在面向新型智库服务中存在的主要问题。[结果/结论]提出了图情机构智库服务创新的相关对策:提升资源建设的质量和效率、利用智能化的情报服务技术手段、加强智库人才培养与管理、提供嵌入式的定题服务和跟踪服务、创新智库的知识服务方式、建设智库服务联盟进行协同创新、加强整合和移动服务等。 "	QBYJ202001004
2004-2018年基因编辑领域主要国家学术论文分析	郑彦宁:09549446|孙劲松:41744380|袁芳:17699085	10	基因编辑; 文献计量; 可视化; 社会网络分析; 聚类分析;	"以Web of Science核心合集中的SCIE数据库为数据来源,利用TDA、SPSS、VOSviewer、UCINET等工具,结合文献计量分析、可视化分析、社会网络分析等方法,分别从总量、引证、主题3个维度对2004-2018年基因编辑领域20个主要国家的学术论文进行研究。结果表明,基因编辑领域的研究工作已进入快速发展阶段,各国在不同维度有着不同的表现。美国在学术论文总量方面最多,中国的发文增速最快;中美两国在学术论文总量和被引总次数上都稳执牛耳,瑞典、荷兰、美国等国家历年论文的被认可度较高;20个国家的研究主题基本概括为神经学与遗传学、癌症抑制、合成生物学与基因工程、结构多样性与病毒防御4个范畴,研究热点主要集中在CRISPR/Cas、Zinc-finger、核酸酶、基因敲除、癌症抑制等方面,美国、中国、日本、德国和法国是核心研究力量,研究范围非常广泛。 "	QBYJ202001005
基于AHP-BP神经网络的政府信息资源配置评价研究	毛太田:09241100|王诗玉:36200668	8	政府信息资源; AHP; 重要指标筛选法; BP神经网络;	"[目的/意义]从信息设备投入、信息技术水平、信息人员素质、信息利用效率4个方面出发,对政府信息资源配置进行评价研究。针对AHP、BP神经网络评价方法的特性,提出基于AHP-BP神经网络的评价模型。[方法/过程]首先,利用AHP计算评价指标体系的综合权重,根据权值,通过重要指标筛选法选出主要因素;其次,构建BP神经网络模型,以筛选出的主要因素指标数据为训练样本,输入神经网络模型中,对其进行训练、测试;最后,将BP神经网络和AHP-BP神经网络的评价结果进行对比。[结果/结论]文章将AHP与BP神经网络相结合对政府信息资源配置进行评价,在充分考虑主观因素对评价结果影响的基础上,提高计算精度,简化神经网络模型,通过实际运用验证模型的有效性和优越性。 "	QBYJ202001006
新时代背景下研究生文献检索课程教学改革的思路创新	李树青:08708738|曹杰:08027658|刘凌波:08059843	9	文献检索; 研究生; 教学改革; 课程教学; 信息素养;	"[目的/意义]文献检索课程对于研究生进行学术论文写作和开展科研工作有着极其积极的意义。文章在总结大量已有相关文献研究成果基础之上,以大数据和移动互联网为特点的当代背景,对相关教学改革内容作了细致的梳理和有益的总结,以期为我国研究生文献检索课程教学改革创新提供思路和启发。[方法/过程]采用文献调研方法,对我国研究生文献检索课程发展现状进行归纳和总结,并从教学内容和教学方法两个方面分析了研究生文献检索课程的教学特点,并据此从检索资源、学习方法、教学方法和教学内容4个角度探讨了研究生文献检索课程教学改革设计,其中重点说明了情报检索课程改革的特殊方法。[结果/结论]文章系统提出了以专业课程融合模式、图书馆服务融合模式、科学研究融合模式和讲座活动融合模式为代表的课程学习组织形式,并阐述了相关实施方法和策略。 "	QBYJ202001007
大数据时代航空科技动态信息工作研究	王子熙:31265973	9	航空科技; 动态信息; 科技信息; 大数据; 竞争情报; 信息源;	"为探索大数据时代航空科技动态信息工作如何开展,从分析航空科技动态信息的特点入手,构建适合新时代的动态信息工作模式,梳理出各个阶段和环节的具体工作内容。随后从实操层面探索了航空科技动态信息监测采集、分析产出、推广反馈等阶段的具体措施,使模式框架立体饱满,更具实操性和指导性。最后,面对动态发展的大数据环境,提出应从竞争情报理念、人际情报网络、智慧工具与产品等方面寻求航空科技动态信息工作的创新与突破。 "	QBYJ202001008
我国政府开放数据政策执行影响因素研究——基于政策执行综合模型视角	屠健:42783719	7	政府开放数据; 政策执行; 公共政策; 政策模型; 数据平台;	"文章通过相关文献综述与我国政府开放数据政策现状分析,引入政策执行综合模型来分析我国政府开放数据政策执行中的影响因素。从政策执行模型的视角出发,通过问题的可处理性、政策本身的规制能力以及政策本身以外的问题3个方面探寻问题并提出了与之相对应的相关建议。 "	QBYJ202001009
征稿启事		1	 	"<正>《科技情报研究》是由湖南省科技厅主管,湖南省科技信息研究所主办的学术性刊物,中文季刊。刊物坚持正确的政治方向、学术导向和价值取向,以面向创新主体,构建情报学术交流与决策辅助平台,推动科技情报理论研究与实践应用,服务国家安全、政府决策与科技创新为宗旨,为广大学者提供优质的学术交流平台。 "	QBYJ202001010
不忘初心、牢记使命 展望情报学与情报工作的未来	苏新宁:08041788	12	情报学; 情报工作; 学科建设; 大情报观; 大情报科学; 情报人才培养;	"文章针对新时代、新环境、新技术、新战略背景,探索了如何在""不忘初心、牢记使命""这一宗旨下发展情报学与情报工作。作者分析了情报学与情报工作发展的历史机缘,展望了情报学与情报工作未来发展的机遇,给出了情报学与情报工作未来发展的六点思考,最后解析了《情报学与情报工作发展南京共识》。 "	QBYJ201901003
中国科技情报事业发展历程与发展规律研究	周晓英:45671143|陈燕方:36575251|张璐:09646423	16	中国科技情报事业; 发展历程; 发展规律; 标志性事件; 演变特征; 发展阶段;	"文章采用文献调研、网络调查等方法首先对我国科技情报事业发展的历史事件进行了全面梳理,提取了其中的具有标志性意义的重要事件。在文献研究的基础上,采用背景分析、内容分析、归纳分析的方法对中国科技情报事业的历史沿革和发展规律进行研究。文章分析了重要事件的标志性意义,按照大约十年为一个发展阶段,简要阐述了中国科技情报事业60年发展历程,并对发展演变的5个方面特征进行了分析,提出了中国科技情报事业发展的5个方面的演变规律。 "	QBYJ201901004
情报学学科建设面临的主要问题与发展方向	"杨建林1,2:08070319|苗蕾3:07453280"	22	情报学; 学科建设; 学科发展; 功能定位;	"基于国家安全与发展视角探讨情报学学科的学科建设与学科发展,对走出一条中国特色的情报学学科发展道路具有参考价值。使用文献分析法对已有关于情报学学科建设与学科发展的学术成果进行综述,从中找出情报学学科建设与发展中存在的问题,提出新的系统性论述。主要剖析当前情报学学科建设面临的主要问题以及国内情报学界在情报学学科定位与发展方面面临的争议,在此基础之上从学科知识体系建设、学科功能单位两个方面提出情报学后续建设的主要内容,对后续的情报学学科建设以及情报学研究具有一定的参考价值。 "	QBYJ201901005
新时代我国科技情报工作的价值定位与发展方略	李辉:22315827	13	科技情报工作; 价值定位; 发展方略;	"在中国特色社会主义新时代,纵横交错的战略环境、复杂多元的安全挑战、丰富多样的战略手段、飞跃发展的信息技术、虚实共存的发展环境共同冲击着传统的地方科技情报工作。以发展理念重新审视科技情报工作的价值定位,思考科技情报工作的未来发展方略至关重要。文章主要立足体制内传统科技情报机构开展的情报工作,探讨了我国科技情报工作在新时代的重要作用与价值定位,分析了践行新定位所面临的不和谐问题,进而提出了我国科技情报工作未来发展方略。 "	QBYJ201901006
国家情报工作制度变革的大数据思维	马海群1:05964571|王英2:33500314	11	国家情报工作; 大数据; 情报工作制度;	"文章指出我国国家情报工作制度必须变革以适应""大数据观""的新要求,因而,大数据思维是国家情报工作制度变革秉持的理念,具体体现为:安全思维是国家情报工作变革的逻辑起点,文化思维是国家情报制度变革的基本理念,技术思维是国家情报工作制度变革的根本方式,发展思维是国家情报工作制度变革的方向和归宿。 "	QBYJ201901007
中美LIS硕士专业与课程设置的比较研究——基于ALA认可的LIS院校和中国“985”与“211”LIS院校的分析	盛小平1:42443812|苏红霞2:42703913	9	LIS; 硕士专业; 课程设置; 比较分析; 美国; 中国;	"通过采用网络调查法和比较分析法,调查美国图书馆协会认可的50所院校和我国36所""985""与""211""院校的LIS硕士专业及其研究方向与课程设置,然后从两国专业设置、研究方向以及课程设置三方面探讨其异同。借鉴美国LIS硕士专业与课程设置经验,提出改进我国LIS硕士专业与课程设置的一些建议。 "	QBYJ201901008
基于SWOT-PEST模型的我国智能网联汽车产业竞争态势分析——以吉利集团为例	刘昆雄:10236352|孔鹏:41088095|秦顺:45668217	11	SWOT-PEST模型; 吉利集团; 智能网联汽车; 产业竞争态势;	"在智慧出行时代下,智能网联汽车致力于解决未来大众的交通出行需求,构建人、车与环境的和谐生态关系。文章采用SWOT-PEST模型对吉利集团智能网联汽车产业竞争态势进行系统分析,总结了影响智能网联汽车产业发展的因素。从而得出我国智能网联汽车产业未来发展的方向,并从政府、社会、企业三个维度对国家智能网联汽车产业的发展提出建议。 "	QBYJ201901009
新兴技术识别方法研究进展	罗建:10742643|蔡丽君:38687880|史敏:07432304	9	新兴技术; 识别方法; 客观推断; 专利分析;	"[目的/意义]新兴技术识别作为技术情报研究的重要内容,受到各国政府和企业的共同关注。对新兴技术的识别方法进行系统归纳和总结,以期为新兴技术识别研究提供支撑。[方法/过程]首先,阐述新兴技术定义、特征及其与高新技术、前沿技术、颠覆性技术的主要区别;然后,将新兴技术识别方法划分为主观判断方法和客观推导方法,并对后者进行重点介绍;最后,对今后新兴技术识别研究重点及方向进行展望。[结果/结论]就研究历程来看,早期由于数据相对匮乏,研究人员更倾向依靠领域内权威专家的知识经验进行识别。随着信息的爆发式增长和资源的可获得性提高,研究逐渐转向以客观数据分析为主,专家知识经验为辅的方式。这种方式虽然摆脱了专家主观依赖等缺陷,也出现了新的问题和挑战。 "	QBYJ201901010
《科技情报研究》投稿指南		1	 	"<正>1.论文研究方向须符合刊物的办刊宗旨及主题方向。2.论文主题鲜明,数据可靠详实,文字通顺,符合学术规范,全文字符数12 000以上(含中英文)。3.论文标题(中英文)要求。标题应做到""确切、简练、醒目"",不能超过20个字。4.作者(中英文)要求。按照对论文的贡献大小依次排序,作者数量不超过6名,作者英文名采用汉语拼音。 "	QBYJ201901002
《科技情报研究》2020年选题指南		1	 	"<正>《科技情报研究》主要刊载情报理论研究与实践应用成果,构建情报学术交流与决策辅助平台,服务于国家安全、政府决策与科技创新,为输出有深度、有价值的研究成果提供优质的学术交流平台。欢迎一切有理论贡献或应用价值的有思想、有创建、有方法、有实证的研究论文投稿。 "	QBYJ201901011
征稿启事		1	 	"<正>《科技情报研究》是由湖南省科技厅主管,湖南省科技信息研究所主办的学术性刊物,中文季刊。刊物坚持正确的政治方向、学术导向和价值取向,以面向创新主体,构建情报学术交流与决策辅助平台,推动科技情报理论研究与实践应用,服务国家安全、政府决策与科技创新为宗旨,为广大学者提供优质的学术交流平台。 "	QBYJ201901012
