"可持续发展视角的开放数据评估框架与全球实证	范佳佳:33508007	13	开放数据; 数据开放; 可持续发展;	""当前学界针对全球城市数据开放水平的评估",特别是对开放数据价值释放程度的评估研究较为匮乏。遵循数据可持续开放的价值理念,从数据流动全过程评估城市数据可持续开放问题,构建了包含价值释放在内的4个评估维度、77个评估指标的全球重要城市开放数据评估指标体系,并实证评估了27个全球重要城市的数据开放水平。评估发现,北美和亚洲国家城市数据开放表现突出,老牌欧洲城市差强人意,非洲、南美洲、大洋洲城市集体落伍;数据开放城市排名与经济实力无正相关关系,各城市开放数据经济价值释放程度差距巨大,城市综合指数差异悬殊,开放平台的用户参与度有待提高,"全球对开放数据在政治与社会的影响关注度不够。最后提出提升全球城市数据开放与应用水平、实现数据可持续开放与增值的政策建议。 ""	DZZW202009012",,,,,,,,,
"互联网使用对政府清廉感知的影响研究——基于CGSS数据的实证分析	邓崧:09334500|刘开孝:45599944	14	互联网使用; 政府清廉感知; 传统媒介; 新媒介; 反腐倡廉; 网络反腐;	""通过主观态度测量法了解公众对政府的清廉感知是当前廉政领域的普遍做法。基于CGSS2015微观数据",以把关人理论与框架效应理论为基础,运用主成分分析、序次Logistic回归和有序probit回归等方法来探究互联网使用情况对政府清廉感知的影响。研究发现:互联网使用频率、主要信息来源、空闲上网频率与政府清廉感知水平呈显著负相关。互联网使用频率越高、时间越长,公众的政府清廉感知水平就越低。媒介的信息化水平越高、互联网使用的偏好性越强,公众的政府清廉感知水平就越低。空闲时间上网频率越高、娱乐性目的越强,公众的政府清廉感知水平就越低。传统媒介的使用会显著提升政府的清廉感知水平,传统媒介使用频率越高,"公众的政府清廉感知水平就越高。 ""	DZZW202009013",,,,,,,,,,,,,
"卷首语		1	 	""<正>信息技术高速发展并深度融入人类社会生活",大量智能技术在很多领域有了越来越多的应用,智能化建设内容日趋丰富和复杂,对智能环境下的社会治理提出新的挑战。目前,迫切需要研究智能技术应用衍生的新兴治理规律,识别风险,扬长避短,"为智慧社会建设和良好转运提供理论支撑。本期""""专题研究""""即围绕""""智能技术治理""""刊发一组文章","从几个侧面探讨相关问题。《人工智能技术的社会风险与治理》通过对人工智能技术发展历程、趋势、 ""	DZZW202009002",,,,,,,,,,,,
"公共危机事件中政务短视频公众使用的实证研究——基于新冠肺炎疫情	汤志伟:06570033|赵迪:25281461|罗伊晗:45357588	13	新冠肺炎疫情; 公共危机事件; 政务短视频; 政务新媒体; UTAUT;	""政务短视频作为政务新媒体中的新生力量",在新冠肺炎疫情的危机应对工作中发挥了重要作用。结合疫情的公共危机事件背景,探析政务短视频的公众使用影响因素,有助于推动政务短视频良性发展运营,亦有利于政府危机应对工作的创新优化。基于UTAUT模型,引入政务短视频信任感知与疫情危机风险感知两个新变量,构建了新冠肺炎疫情中政务短视频公众使用的实证研究模型。通过问卷调查收集数据,并运用结构方程模型对假设进行检验。研究发现,绩效期望、促进条件、疫情危机风险感知可正向显著影响公众在新冠肺炎疫情中的政务短视频使用意愿,使用意愿正向显著影响使用行为;社会影响可显著影响其他原因变量,信任感知可显著影响绩效期望并会受到疫情危机风险感知的影响。因此,政务短视频的后续建设应加强公众参与,"注重供需均衡和多媒体合作。政府未来的危机管理工作应加强发挥政务短视频的作用优势。 ""	DZZW202008003",,,,,,,,
"网络言论信息的治理机制：功能分区、内容分级与场景化动态调控	陈曦:28296115	10	网络言论信息; 网络治理; 网络空间; 网络社会; 治理机制;	""良性网络言论信息的表达对于网络社会的治理具有重要意义",能够起到预警、协调、反馈、交互、影响、释放、解压等作用。网络治理需要为良性的网络言论信息提供通畅、有序、合理的表达环境。网络空间区域的社会功能存在差异,不同网络区域对于信息内容有着不同的治理逻辑和功能诉求,"需要树立""""边界原则+宽严有别""""的治理理念","以""""分而治之""""和""""场景化""""调控作为实施的基本手段。通过分析网络言论信息治理的基本原则",提出网络功能空间划分与内容信息分级,以及设计场景化网络言论信息动态调控机制,"对网络言论信息的治理机制进行构建。 ""	DZZW202008004",,,,,,,,,,,,,
"舆情视角下我国网络协商民主的方式、困境及进路	毕宏音:08916785|张丽红:10007089	12	网络舆情; 网络协商; 网络民主; 网络政治参与; 舆情;	""网络社会的勃兴促推了中国网络协商民主的发展。基于舆情视角的网络协商民主建设",使得网络舆情合理性表达机制嵌入网络协商民主大系统之中。网民与国家管理者作为网络协商民主大系统里的主客体要素,分别扮演着网络合理诉求表达主导者和网络协商民主制度化建设者角色。研究发现,两大主客体间的互动,"推动了""""刺激发生→汇集分析→接触交流→互动沟通→协商共识→决策引导→长效监督→保障约束""""机制的逐步形成",也催生出若干具有中国特色的网络协商民主实践创新模式。而思想认识、主体结构、表达内容、表达过程和制度建设等方面的缺失,"还需通过意识培养、文化弘扬、制度保障、技术赋能、队伍建设等多维手段加以全方位因应。 ""	DZZW202008005",,,,,,,,,,,,,,
"中央网信办等七部门联合印发《关于开展国家数字乡村试点工作的通知》		1	 	""<正>2020年7月","根据《中共中央国务院关于抓好""""三农""""领域重点工作确保如期实现全面小康的意见》《数字乡村发展战略纲要》和《2020年数字乡村发展工作要点》的要求",中央网信办、农业农村部、国家发展改革委、工业和信息化部、科技部、市场监管总局、国务院扶贫办印发《关于开展国家数字乡村试点工作的通知》,部署开展国家数字乡村试点工作。《通知》指出,数字乡村既是乡村振兴的战略方向,也是建设数字中国的重要内容。开展数字乡村试点是深入实施乡村振兴战略的具体行动,是推动农业农村现代化的有力抓手,也是释放数字红利催生乡村发展内生动力的重要举措。要按照实施乡村振兴战略的总体部署,以解放和发展数字化生产力、激发乡村振兴内生动力为主攻方向,以弥合城乡数字鸿沟、促进农业农村经济社会数字化转型为重点,积极探索数字乡村发展新模式,加快推进农业农村现代化建设,"促进农业全面升级、农村全面进步、农民全面发展。 ""	DZZW202008001",,,,,,,,
"《2020联合国电子政务调查报告（中文版）》在京发布		1	 	""<正>2020年7月26日",《2020联合国电子政务调查报告(中文版)》在北京发布。报告显示,我国电子政务发展指数排名跃升至历史新高,"这得益于我国不断深化""""放管服""""改革",并大力推进全国一体化政务服务平台建设,我国在线政务服务能力大幅提升,电子政务发展水平迈上新台阶。报告显示,我国电子政务发展指数从2018年的0.6811提高到2020年的0.7948,排名升至全球第45位,"达到""""非常高""""的水平",特别是作为衡量国家电子政务发展水平核心指标的在线服务指数升至0.9059,指数排名大幅提升到全球第9位,进入全球前十行列。从全球范围来看,各国电子政务发展水平持续提升。报告显示,"目前有65%的成员国处于""""高""""或""""非常高""""的电子政务发展指数组别。 ""	DZZW202008011",,,,,,
"《关于支持新业态新模式健康发展 激活消费市场带动扩大就业的意见》要点		1	 	""<正>2020年7月14日",国家发展改革委、中央网信办、工业和信息化部、教育部、人力资源社会保障部、交通运输部、农业农村部、商务部、文化和旅游部、国家卫生健康委、国务院国资委、市场监管总局、国家医疗保障局等部门联合印发《关于支持新业态新模式健康发展激活消费市场带动扩大就业的意见》(发改高技〔2020〕1157号),就积极探索线上服务新模式,加快推进产业数字化转型;壮大实体经济新动能激活消费新市场;培育发展共享经济新业态,"创造生产要素供给新方式提出要求。 ""	DZZW202008015",,,,,,,,,,,,,,,,
"基于区块链信任的“制度-效能”转化框架	刘海军:44462822|李晴:41789241	12	区块链; 信任; 制度优势; 治理效能; 智慧政府;	""将制度优势转化为治理效能",是我国国家治理现代化的主要逻辑。已有研究充分肯定制度优势及其转化为治理效能的现实意义,但缺乏具体转化方法论证。受制度繁简、理解差异、环境变化等因素制约,制度优势转化为治理效能的过程面临较大困难,主客体间信任关系成为最大变量。构筑于确定性物质基础之上的区块链信任超越技术范畴,广泛应用于金融、征信、扶贫等领域,"为探寻""""制度-效能""""转化的""""黑箱""""路径提供依据。依托区块链信任机理与结合体特征",尝试在信任体系化支撑下,以制度知识化为起点,经由机制合约化实现效能可视化,"打通""""制度-机制-效能-支撑""""闭合回路",为打造信任政府、智慧政府,"推进政府治理现代化提出基本思路。 ""	DZZW202008006",,,,,,,,
"浅论基于区块链的公共资源交易信用治理策略	""王丛虎1",2:09750521|王晓鹏1,2:38112923|肖源2,"3:30771533""	10	区块链技术; 公共资源交易; 信用治理;	""当前",我国公共资源交易信用治理面临监管碎片化程度较高、监管机制运行不畅、技术手段落后、信息技术标准不一等问题。区块链技术的分布式数据存储、共享机制、可追溯性和防篡改特性可与我国公共资源交易信用治理紧密结合,成为公共资源交易信用治理的新工具。为此,在公共资源交易领域国家应该充分借助区块链技术进行信用治理,建立基于区块链技术的公共资源交易主体协同联动机制,"有效促进公共资源交易的健康发展。 ""	DZZW202008007",,,,,,,,,,,,
"数字政府建设的理论逻辑与结构要素——基于上海市“一网通办”的实践与探索	谭必勇:22085761|刘芮:39498327	11	数字政府; 一网通办; 政府治理; 数字治理;	""数字政府是数据时代政府治理发展的方向","是助力""""智慧城市""""、建设""""数字中国""""的途径。基于文献梳理、案例解读和实证分析的方法",运用数据时代治理理论总结数字政府建设的特点与要求,进而从全链条服务平台、双引擎并驾齐驱、全媒体沟通反馈、多主体协同合作四个方面分析数字政府建设的结构要素。在此基础上,"以上海市""""一网通办""""的探索为基点",分析数字政府建设的内涵和路径,"为我国其他地区数字政府建设提供参考。 ""	DZZW202008008",,,,,,,,,,,,,,
"行政法视野下互联网新业态包容审慎监管原则研究	张效羽:45680289	11	行政法; 包容审慎监管; 比例原则; 司法审查; 合作治理; 互联网新业态;	""包容审慎监管原则是中国政府针对新业态监管的公共政策",也是一项崛起中的行政法原则。从当前治理话语分析,"包容审慎监管原则内涵分为""""包容创新""""""""审慎监管""""和""""有效监管""""三方面。其中包容创新的行政法意义在于容忍互联网新业态在发展初期的轻微""""非法状态""""",只要新业态没有违反基本法律秩序且没有显著社会危害性,行政机关就不应实施行政处罚。审慎监管的行政法意义在于避免将针对传统业态的监管规定直接类推适用于互联网新业态,监管机关对新业态实施监管时应当坚持比例原则和合作治理原则,避免不当监管扼杀创新。在实践中落实包容审慎监管原则,一是要坚持推进包容审慎监管原则的司法化,让法院用包容审慎监管原则判断行政行为的合法性;二是要建立包容审慎监管原则的制度,"通过合作治理、试验性监管和强化监管评估保障包容审慎监管原则的落实。 ""	DZZW202008009",,,,,,,,,,,
"总体国家安全观视域下《数据安全法》的价值与体系定位	朱雪忠:26330477|代志在:45148188	11	数据安全法; 国家安全; 网络安全; 数据安全; 信息安全;	""大数据战略给生产组织方式的变革带来了新机遇",也对国家安全尤其是情报安全提出了新挑战。文章以总体国家安全观为理论指导,在明确我国数据安全需求和制度供给的基础上,分析了《数据安全法》的价值定位和体系定位。具体而言,"《数据安全法》的价值定位应当符合总体国家安全观对""""发展与安全兼顾""""的要求并有具体的制度支撑;体系定位要在服从总体国家安全观全局规划的基础上",整合现有数据安全政策,避免过度介入已经或本应由其他法律规制的领域。《数据安全法》的定位问题是系统规划国家数据安全风险防控和治理体系建设的基础理论问题,"明确其价值与体系定位对进一步讨论其基本原则、具体条款和法律适用具有重要意义。 ""	DZZW202008010",,,,,,,,,,,,,
"反思与完善：算法行政背景下健康码的适用风险探析	陈禹衡:41732559|陈洪兵:37764037	9	人工智能; 健康码; 算法行政; 个人信息保护; 算法治理;	""人工智能技术的进步推动算法行政的发展",健康码作为算法行政的典型代表,有效提升了政府工作效率,但是在信息收集阶段以及实际适用阶段也存在相应的风险亟需解决。通过对健康码适用中的个人信息收集方式的研究,分析健康码实际适用带来的风险。采用文献分析法、比较法,对国内外有关个人信息保护、算法行政、算法偏见的相关文献进行分析。借鉴行政法中的法律位阶体系,对不同类型的健康码进行层级划分,并制定判断规则以消除不同类型健康码的适用冲突风险,规避个人信息收集和处理的风险;针对算法偏见风险构建健康码报错及追责机制,从而帮助政府更好地适用健康码,"推动算法行政的开展。 ""	DZZW202008012",,,,,,,,,,
"智慧纪检监察：概念框架、实践图谱和优化策略	曾智洪1:37190791|陈煜超1:45357587|吴金群2:10282253	11	纪检监察; 信息化; 智慧纪检; 智慧监督; 大数据权力; 数字化转型;	""信息时代纪检监察机关作为管党治党的重要力量",正面临着如何利用信息技术将反腐廉政制度优势转换为国家治理效能的新考验。全国许多地方把建设智慧纪检监察系统作为突破口,通过信息技术与纪检监察业务的深度融合,打破空间、时间和人力的限制,将其便捷、扁平、交互、智能的技术优势嵌入到权力监督和反腐倡廉领域。研究厘清了智慧纪检监察的概念意涵和基本框架,通过梳理具有代表性的地方案例,刻画了智慧纪检监察的实践图谱,利用DIKIW模型溯源了智慧纪检监察的逻辑起点和演进趋向,"并基于智慧纪检监察的治理反思提出其优化策略。 ""	DZZW202008013",,,,,,,,,,,,
"我国电子文件长期保存格式标准优化策略研究——兼与英、美、加、澳的比较分析	徐拥军:09692753|龙家庆:40881920	12	电子文件; 长期保存; 格式标准; 数字转型;	""长期保存格式标准是电子文件格式管理的重要工具",是维护电子文件可读性的重要依据。通过梳理我国电子文件长期保存格式标准建设进展,发现存在推荐的电子文件自主格式的推广亟待提升、格式类型不够丰富、标准间衔接度不足、标准解读不够细致等四个问题。选取英国、美国、加拿大、澳大利亚电子文件长期保存格式标准/指南,总结其格式描述、标准更新、应用推广的经验,进而展开中外格式标准建设和内容表述的比较。最后提出我国电子文件长期保存标准优化策略:构建专门的格式标准,嵌入文件生命周期理念;强化标准间系统衔接,实现标准间的全面协调;分析格式标准适用环境,提高自主格式推广空间;格式标准解读尽量细致,"增加格式评估板块。 ""	DZZW202008014",,,,,,,,,,,,
"卷首语		1	 	""<正>在本期""""互联网治理专栏""""中",《公共危机事件中政务短视频公众使用的实证研究——基于新冠肺炎疫情》指出,政务短视频作为政务新媒体中的新生力量,在新冠肺炎疫情的危机应对工作中发挥了重要作用。结合疫情的公共危机事件背景,探析政务短视频的公众使用影响因素,有助于推动政务短视频良性发展运营,亦有利于政府危机应对工作的创新优化。基于UTAUT模型,引入政务短视频信任感知与疫情危机风险感知两个新变量,构建了新冠肺炎疫情中政务短视频公众使用的实证研究模型。研究发现,绩效期望、促进条件、疫情危机风险感知可正向显著影响公众在新冠肺炎疫情中的政务短视频使用意愿,使用意愿正向显著影响使用行为;社会影响可显著影响其他原因变量,信任感知可显著影响绩效期望并会受到疫情危机风险感知的影响。因此,政务短视频的后续建设应加强公众参与,注重供需均衡和多媒体合作。政府未来的危机管理工作应加强发挥政务短视频的作用优势。《网络言论信息的治理机制:功能分区、内容分级与场景化动态调控》指出,"良性网络言论信息的表达对于网络 ""	DZZW202008002",,,,,,
"国家电子政务标准体系建设指南		2	 	""<正>电子政务是深化""""放管服""""改革和建设服务型政府的战略举措",也是政府部门提升管理能力的重要手段。标准化是电子政务落实和推广的基础和前提,是整个电子政务发展的重要组成部分。为落实党中央、国务院关于发展电子政务的决策部署,全面推进电子政务工作,"进一步落实《""""十三五""""信息化标准工作指南》等文件部署","制定《国家电子政务标准体系建设指南》。 ""	DZZW202007001",,,,,,,,,,,,,,,
"平台驱动的数字政府：能力、转型与现代化	北京大学课题组:45081159	29	数字政府; 国家治理; 政府治理能力; 平台驱动; 政务“中台”; 数字化转型;	""数字政府建设是推进国家治理体系和治理能力现代化的重要途径。基于当前数字政府建设所遵循的基本理论与遭遇的普遍问题",对我国各地数字政府的创新实践进行详细梳理和总结,"提出了""""平台驱动的数字政府""""的方法框架。""""平台驱动的数字政府""""坚持""""以人民为中心""""塑造执政理念",以服务为导向牵引整体协同,"以""""中台""""为枢纽促进多方合作",以安全为基础保障系统运行,"是数字政府的全新样态和未来发展趋势。今后一段时间的数字政府建设应尽快转向""""平台驱动""""模式","基于政务""""中台""""体系",构建广泛联系公众、企业、政府部门的数字基础设施平台,实现智慧政务服务与高效协同办公,"进而从决策科学化、执行高效化和监督立体化三个方面推进政府治理能力现代化。 ""	DZZW202007003",,,,,,,,,,
"双层嵌套治理界面建构：城市治理数字化转型的方向与路径	李文钊:09748219	11	双层治理界面; 嵌套关系; 数字化转型; 城市治理; 技术治理; 一体化治理;	""在利用技术对城市治理进行变革和改造中",中国不同地方形成了多样性的治理实践和经验,"并且以不同治理叙事呈现。城市治理数字化转型比较典型和代表性的案例包括:北京市的城市网格化管理和""""接诉即办""""","上海推行的""""一网通管""""和""""一网通办""""改革","广东省的""""数字政府""""建设","浙江省杭州市的""""城市大脑""""实践等。基于界面理论试图提出一个新的框架来理解城市治理数字化转型",认为其核心是通过面向公民和决策者的双层嵌套治理界面建构,来实现对公民需求、多层政府、不同政府部门间的有效整合,"最终达到""""双层界面",多重融合,"一体化供需""""的治理目标。一体化治理界面建构之所以可能",离不开治理理念与价值、认知和情感、数据和算法等方面的变革与发展,从而让城市治理更智慧,让市民生活更美好,"这是城市治理数字化转型的终极追求。 ""	DZZW202007004",,,,,,
"政府数据治理的维度解析与路径优化	夏义堃:09012023	12	数据治理; 政府数据治理; 政府数据管理; 政府数据共享; 数据治理体系架构; 数字政府;	""把握数据治理的本质与关键问题是有效推进和实施数字化政府建设的重要前提。通过文本分析、案例分析",采用跨学科视角探究政府数据治理实践中迫切需要澄清和把握的内驱动力、外部生态、制度体系与价值导向等关键问题。从观念认知、体制机制和数据能力角度总结激发政府数据治理内驱力的方式,从数据公平和数据关系角度探索激活外部参与的主要策略,从完善法规制度与加强制度衔接角度推导依法数据治理的主要内容,从责任视野与数据效益角度分析数据治理公共价值的实现方式,最后提出集成协同理念下应增强数据治理的可操作性,"并提出整体性解决路径。 ""	DZZW202007005",,,,,,,,,,,,,,
"重大公共卫生事件突发期的谣言传播与辟谣应对——以新冠疫情为例	芦何秋:29780665|程沁怡:45089633|陈诺:45089634	11	社会治理; 公共卫生事件; 谣言传播; 网络谣言; 辟谣策略;	""分析和呈现重大公共卫生事件突发期大型网络谣言的传播机制与辟谣对策对维护社会稳定具有重要的意义。采用内容分析法",围绕谣言内容建构、谣言传播和辟谣应对三个角度,通过12个观测维度进行分析,以期最大程度反映新冠病毒疫情相关大型网络谣言传播的全貌。研究显示:谣言文本,以疫情核心议题为导向,通过文字和图片对特定事实要素进行内容建构;谣言传播,利用恐惧和愤怒指向公权力进行情绪动员;辟谣应对,使用权威信源通过融媒体矩阵快速发布消解影响。应对建议从主体、信息和受众三方面进行建构,"包括:完善权威发布为核心的联合主体治理模式;辟谣信息需准确针对谣言信息要素、内容形式和关键信源;重视和加强事件突发期中的负面情绪疏导。 ""	DZZW202007006",,,,,,,,,,,,
"地方政府数据治理的现状与问题——基于43个政务热线部门的实证研究	""郑跃平1",2:35072662|甘祺璇1,2:45090062|张采薇1,2:45090063|张晓斐1,"2:45090064""	14	数据治理; 政务热线; 数据开放; 开放共享; 电子政务;	""随着互联网的不断发展",信息技术被广泛运用于政府部门的运行之中。如何改善数据治理并有效挖掘数据价值,成为政府面临的重要挑战。基于对现有文献的梳理,从制度、管理、技术和数据四个层面构建了数据治理的评估指标体系。在此基础上,以43个城市的政务热线部门为研究对象,分析了当前我国地方政府数据治理的现状及存在的问题。研究发现,虽然许多地方政府意识到了数据治理的重要性,但在实施过程中缺乏清晰明确的战略目标与政策法规,数据分析技术应用能力不足,内部管理和外部协同机制不够完善,数据管理尤其是安全风险防范不到位,"需要采取多方面的措施来系统地提升和优化地方政府的数据治理能力。 ""	DZZW202007007",,,,,
"“智能+产业”融合发展的多维经济影响——基于中国产业层面的经验研究	蓝涛1:45091281|张龙鹏2:25006358	10	“智能+”; 数字经济; 人工智能; 智能产业;	""在明晰""""智能+产业""""融合发展内涵的基础上","构建测算""""智能+产业""""融合发展的指标",并从生产率、市场进入、技术创新、国际贸易等角度,利用2001-2016年产业层面数据,"实证检验了""""智能+产业""""融合发展的多维经济影响。研究结果显示:""""智能+产业""""融合发展程度在不断提升",资本技术密集型产业的人工智能融合程度高于劳动密集型产业,"但人工智能与劳动密集型产业融合的增速快于资本技术密集型产业;""""智能+产业""""融合发展并未带来产业各个方面的整体提升","积极效应主要集中在技术创新及其商业化方面;""""智能+产业""""融合发展的经济影响存在产业异质性",与高技术产业相比,"人工智能更能促进低技术产业经济绩效的提升。 ""	DZZW202007008",,,,,,,,,,,
